,,Glenn Allen Youngkin,Terence Richard McAuliffe,Princess Latece Teira Blanding,Write-Ins,Total Votes Cast,Undervotes
Precinct,##pe - Central Absentee Precinct,1,4,0,0,5,0
Precinct,1 - Chesapeake,450,112,7,0,569,0
Precinct,2 - Westville,670,200,7,0,877,0
Precinct,3 - Piankatank,745,188,2,1,936,0
Precinct,Ab - Central Absentee Precinct,98,121,0,3,222,0
Precinct,Provisional,3,0,0,0,3,0
Locality,Mecklenburg County,7922,4075,37,3,12037,0
Precinct,##ev - Central Absentee Precinct,1766,885,3,0,2654,0
Precinct,##pe - Central Absentee Precinct,4,17,0,0,21,0
Precinct,101 - Wrights Store,215,158,1,0,374,0
Precinct,102 - Pearsons Store,123,27,0,0,150,0
Precinct,103 - South Clarksville,306,204,1,0,511,0
Precinct,201 - Boydton,161,105,0,0,266,0
Precinct,202 - Bluestone Senior High School,50,65,0,0,115,0
Precinct,203 - Chase City Vfw Post,46,145,0,0,191,0
Precinct,301 - Bracey,584,138,2,0,724,0
Precinct,302 - Lacrosse,302,130,2,0,434,0
Precinct,401 - American Legion Hall,307,416,4,0,727,0
Precinct,402 - Park View Middle School,69,77,0,0,146,0
Precinct,501 - South Hill,580,286,3,0,869,0
Precinct,601 - Baskerville,280,86,1,2,369,0
Precinct,602 - Union Level,224,27,0,0,251,0
Precinct,603 - Smith Crossroads,145,52,2,0,199,0
Precinct,604 - Lake Gaston,192,61,0,0,253,0
Precinct,701 - Chase City,288,132,2,1,423,0
Precinct,702 - Sunshine,281,110,0,0,391,0
Precinct,801 - Finchley,108,41,1,0,150,0
Precinct,802 - Bluestone,337,70,1,0,408,0
Precinct,803 - Chase City Elementary School,246,90,0,0,336,0
Precinct,901 - Averett,147,9,0,0,156,0
Precinct,902 - Buffalo Springs,226,53,2,0,281,0
Precinct,903 - Clarksville,660,197,2,0,859,0
Precinct,Ab - Central Absentee Precinct,272,487,9,0,768,0
Precinct,Provisional,3,7,1,0,11,0
Locality,Middlesex County,3703,1860,47,3,5613,0
Precinct,##ev - Central Absentee Precinct,880,610,10,0,1500,0
Precinct,##pe - Central Absentee Precinct,1,5,0,0,6,0
Precinct,101 - Saluda,153,64,2,0,219,0
Precinct,102 - Urbanna,334,150,2,0,486,0
Precinct,201 - New Market,744,212,2,0,958,0
Precinct,302 - Church View,444,224,18,0,686,0
Precinct,401- Harmony Village,418,192,8,1,619,0
Precinct,501 - Wilton,641,195,2,2,840,0
Precinct,Ab - Central Absentee Precinct,86,206,3,0,295,0
Precinct,Provisional,2,2,0,0,4,0
Locality,Montgomery County,17041,15355,377,22,32795,0
Precinct,##ev - Central Absentee Precinct,3775,4811,73,3,8662,0
Precinct,##pe - Central Absentee Precinct,18,85,6,0,109,0
Precinct,101 - Precinct A-1,630,536,16,1,1183,0
Precinct,102 - Precinct A-2,197,488,16,1,702,0
Precinct,103 - Precinct A-3,459,722,15,0,1196,0
Precinct,201 - Precinct B-1,106,63,2,0,171,0
Precinct,202 - Precinct B-2,753,432,18,1,1204,0
Precinct,203 - Precinct B-3,613,360,7,1,981,0
Precinct,204 - Precinct B-4,922,643,17,1,1583,0
Precinct,301 - Precinct C-1,968,212,6,1,1187,0
Precinct,302 - Precinct C-2,744,281,13,1,1039,0
Precinct,303 - Precinct C-3,404,109,5,0,518,0
Precinct,304 - Precinct C-4,763,290,15,0,1068,0
Precinct,401 - Precinct D-1,493,174,10,0,677,0
Precinct,402 - Precinct D-2,975,208,5,0,1188,0
Precinct,403 - Precinct D-3,799,159,5,2,965,0
Precinct,404 - Precinct D-4,491,104,5,2,602,0
Precinct,405 - Precinct D-5,753,335,11,1,1100,0
Precinct,501 - Precinct E-1,611,381,12,2,1006,0
Precinct,502 - Precinct E-2,617,262,6,0,885,0
Precinct,503 - Precinct E-3,56,189,10,1,256,0
Precinct,601 - Precinct F-1,347,565,10,1,923,0
Precinct,602 - Precinct F-2,302,603,10,1,916,0
Precinct,603 - Precinct F-3,52,40,6,0,98,0
Precinct,701 - Precinct G-1,447,728,16,0,1191,0
Precinct,702 - Precinct G-2,159,372,10,0,541,0
Precinct,Ab - Central Absentee Precinct,577,2167,51,1,2796,0
Precinct,Provisional,10,36,1,1,48,0
Locality,Nelson County,4259,3346,64,11,7680,0
Precinct,##ev - Central Absentee Precinct,738,1099,14,1,1852,0
Precinct,##pe - Central Absentee Precinct,7,13,2,0,22,0
Precinct,101 - Rockfish,683,512,13,3,1211,0
Precinct,201 - Lovingston,380,158,3,1,542,0
Precinct,202 - Schuyler,263,126,5,1,395,0
Precinct,301 - Shipman,494,172,3,1,670,0
Precinct,302 - Gladstone,124,33,0,2,159,0
Precinct,401 - Roseland,644,185,5,0,834,0
Precinct,402 - Montebello,81,33,1,1,116,0
Precinct,501 - Faber,224,143,2,0,369,0
Precinct,502 - Nellysford,490,466,7,1,964,0
Precinct,Ab - Central Absentee Precinct,131,402,9,0,542,0
Precinct,Provisional,0,4,0,0,4,0
Locality,New Kent County,8569,3439,52,6,12066,0
Precinct,##ev - Central Absentee Precinct,1492,797,2,2,2293,0
Precinct,##pe - Central Absentee Precinct,8,6,1,0,15,0
Precinct,102 - Tunstall,403,58,3,0,464,0
Precinct,103 - Southern Branch,1117,225,6,0,1348,0
Precinct,201 - Quinton,862,364,3,1,1230,0
Precinct,202 - Kentwood,693,168,3,1,865,0
Precinct,301 - Watkins,565,315,3,0,883,0
Precinct,302 - Cumberland,715,229,10,0,954,0
Precinct,401 - Providence Forge,831,343,5,0,1179,0
Precinct,403 - Mountcastle,366,120,4,1,491,0
Precinct,501 - Eltham,482,159,2,0,643,0
Precinct,502 - Chickahominy River,782,166,3,0,951,0
Precinct,Ab - Central Absentee Precinct,236,480,6,1,723,0
Precinct,Provisional,17,9,1,0,27,0
Locality,Newport News City,21241,32399,588,48,54276,0
Precinct,##ev - Central Absentee Precinct (CD 2),24,55,0,0,79,0
Precinct,##ev - Central Absentee Precinct (CD 3),3426,7461,61,7,10955,0
Precinct,##pe - Central Absentee Precinct (CD 2),0,0,0,0,0,0
Precinct,##pe - Central Absentee Precinct (CD 3),26,118,5,0,149,0
Precinct,101 - Denbigh (CD 3),439,801,20,2,1262,0
Precinct,102 - Stoney Run (CD 3),329,918,18,0,1265,0
Precinct,103 - Jenkins (CD 3),590,637,13,3,1243,0
Precinct,104 - Mcintosh (CD 3),303,588,16,0,907,0
Precinct,105 - Oyster Point (CD 3),141,153,4,0,298,0
Precinct,106 - Reservoir (CD 3),553,806,14,2,1375,0
Precinct,107 - Richneck (CD 3),647,739,10,1,1397,0
Precinct,108 - Katherine Johnson (CD 3),311,695,13,0,1019,0
Precinct,109 - Windsor (CD 3),356,408,13,0,777,0
Precinct,110 - Greenwood (CD 3),381,763,17,0,1161,0
Precinct,201 - Bland (CD 3),77,126,3,0,206,0
Precinct,202 - Boulevard (CD 3),666,440,10,3,1119,0
Precinct,203 - Charles (CD 3),997,740,20,2,1759,0
Precinct,204 - Mariners' Museum (CD 3),301,261,6,0,568,0
Precinct,205 - Deep Creek (CD 3),1004,503,5,1,1513,0
Precinct,208 - Hidenwood (CD 3),541,316,2,1,860,0
Precinct,209 - Hilton (CD 3),593,532,7,0,1132,0
Precinct,210 - Knollwood Meadows (CD 3),981,819,21,3,1824,0
Precinct,211 - Palmer (CD 2),29,55,3,1,88,0
Precinct,211 - Palmer (CD 3),443,519,12,1,975,0
Precinct,212 - Riverside (CD 3),499,311,3,0,813,0
Precinct,213 - Sanford (CD 3),423,232,0,0,655,0
Precinct,215 - Warwick (CD 3),319,291,6,1,617,0
Precinct,216 - Yates (CD 3),458,303,7,2,770,0
Precinct,217 - Riverview (CD 3),666,403,6,2,1077,0
Precinct,218 - Kiln Creek (CD 2),24,21,0,0,45,0
Precinct,218 - Kiln Creek (CD 3),779,782,20,0,1581,0
Precinct,219 - Deer Park (CD 3),361,624,14,0,999,0
Precinct,302 - Briarfield (CD 3),189,449,8,0,646,0
Precinct,303 - Carver (CD 3),145,323,5,1,474,0
Precinct,304 - Chestnut (CD 3),24,316,6,0,346,0
Precinct,305 - Downtown (CD 3),54,180,4,0,238,0
Precinct,306 - Dunbar (CD 3),4,65,3,0,72,0
Precinct,307 - Huntington (CD 3),13,239,3,0,255,0
Precinct,308 - Jefferson (CD 3),9,213,1,0,223,0
Precinct,309 - Magruder (CD 3),18,313,7,2,340,0
Precinct,310 - Marshall (CD 3),26,350,7,3,386,0
Precinct,311 - Newmarket (CD 3),313,665,16,1,995,0
Precinct,312 - Newsome Park (CD 3),8,117,3,1,129,0
Precinct,313 - Reed (CD 3),44,507,4,0,555,0
Precinct,314 - River (CD 3),257,278,5,1,541,0
Precinct,315 - Sedgefield (CD 3),447,395,19,0,861,0
Precinct,316 - South Morrison (CD 3),366,492,16,0,874,0
Precinct,317 - Washington (CD 3),10,169,3,0,182,0
Precinct,318 - Wilson (CD 3),53,339,7,0,399,0
Precinct,319 - Saunders (CD 3),659,599,7,0,1265,0
Precinct,320 - Watkins (CD 3),994,702,22,2,1720,0
Precinct,Ab - Central Absentee Precinct (CD 2),15,19,1,0,35,0
Precinct,Ab - Central Absentee Precinct (CD 3),865,4177,92,5,5139,0
Precinct,Provisional (CD 2),0,0,0,0,0,0
Precinct,Provisional (CD 3),41,72,0,0,113,0
Locality,Norfolk City,18888,40324,789,60,60061,0
Precinct,##ev - Central Absentee Precinct (CD 2),1685,2552,24,1,4262,0
Precinct,##ev - Central Absentee Precinct (CD 3),1564,6545,66,7,8182,0
Precinct,##pe - Central Absentee Precinct (CD 2),23,86,7,0,116,0
Precinct,##pe - Central Absentee Precinct (CD 3),27,162,12,0,201,0
Precinct,101 - Granby (CD 3),424,706,10,1,1141,0
Precinct,102 - Ocean View School (CD 2),297,229,5,0,531,0
Precinct,103 - Northside (CD 2),500,389,10,1,900,0
Precinct,104 - Titustown (CD 3),1,22,0,0,23,0
Precinct,104 - Titustown (CD 2),61,323,5,0,389,0
Precinct,106 - Second Presbyterian (CD 2),453,573,13,1,1040,0
Precinct,201 - Larchmont School (CD 3),379,558,10,1,948,0
Precinct,203 - Ghent Square (CD 3),176,347,3,0,526,0
Precinct,207 - Lambert's Point (CD 3),120,604,14,4,742,0
Precinct,208 - Larchmont Library (CD 3),374,403,5,0,782,0
Precinct,210 - Maury (CD 3),273,668,9,2,952,0
Precinct,211 - Chrysler Museum (CD 3),459,729,10,2,1200,0
Precinct,212 - Park Place (CD 3),66,500,19,2,587,0
Precinct,213 - Taylor Elementary School (CD 3),306,886,15,2,1209,0
Precinct,214 - Stuart (CD 3),320,795,18,2,1135,0
Precinct,215 - Suburban Park (CD 2),419,473,11,1,904,0
Precinct,217 - Wesley (CD 2),300,400,13,0,713,0
Precinct,218 - Willard (CD 3),652,703,10,4,1369,0
Precinct,301 - Ballentine (CD 3),131,565,12,1,709,0
Precinct,302 - Tanners Creek (CD 3),123,360,6,1,490,0
Precinct,303 - Broad Creek (CD 3),57,714,16,1,788,0
Precinct,304 - Coleman Place School (CD 3),107,347,8,1,463,0
Precinct,305 - Lafayette-winona (CD 3),153,486,9,0,648,0
Precinct,306 - Lindenwood (CD 3),77,443,8,1,529,0
Precinct,309 - Norview (CD 3),341,819,21,0,1181,0
Precinct,310 - Rosemont (CD 3),95,979,19,1,1094,0
Precinct,311 - Sherwood (CD 3),542,800,16,3,1361,0
Precinct,313 - Union Chapel (CD 3),15,333,11,0,359,0
Precinct,402 - Berkley (CD 3),22,557,14,0,593,0
Precinct,404 - Campostella (CD 3),35,538,20,0,593,0
Precinct,405 - Chesterfield (CD 3),49,563,10,0,622,0
Precinct,406 - Barron Black (CD 2),336,342,7,0,685,0
Precinct,408 - Easton (CD 3),482,420,5,2,909,0
Precinct,409 - Fairlawn (CD 3),334,340,7,0,681,0
Precinct,411 - Ruffner Academy (CD 3),18,274,6,0,298,0
Precinct,412 - Ingleside (CD 3),136,591,16,1,744,0
Precinct,413 - Poplar Halls (CD 3),214,720,13,2,949,0
Precinct,414 - Young Park (CD 3),37,465,12,0,514,0
Precinct,415 - Lake Taylor High School (CD 3),302,367,15,0,684,0
Precinct,501 - Bayview (CD 2),607,454,14,0,1075,0
Precinct,503 - East Ocean View (CD 2),630,510,12,1,1153,0
Precinct,504 - Larrymore (CD 2),420,489,10,0,919,0
Precinct,505 - Little Creek (CD 2),434,313,9,2,758,0
Precinct,506 - Ocean View Center (CD 2),445,558,16,2,1021,0
Precinct,507 - Pretlow (CD 2),429,427,20,2,878,0
Precinct,509 - Tarrallton (CD 2),730,384,14,0,1128,0
Precinct,510 - Third Presbyterian (CD 2),770,468,11,1,1250,0
Precinct,511 - Crossroads (CD 2),543,489,15,0,1047,0
Precinct,512 - Azalea Gardens (CD 2),348,306,8,0,662,0
Precinct,Ab - Central Absentee Precinct (CD 2),441,1681,31,3,2156,0
Precinct,Ab - Central Absentee Precinct (CD 3),577,4419,85,4,5085,0
Precinct,Provisional (CD 2),11,30,2,0,43,0
Precinct,Provisional (CD 3),18,120,2,0,140,0
Locality,Northampton County,2650,2584,27,3,5264,0
Precinct,##ev - Central Absentee Precinct,778,940,7,0,1725,0
Precinct,##pe - Central Absentee Precinct,5,7,0,0,12,0
Precinct,101 - Precinct 1-1,527,292,1,0,820,0
Precinct,201 - Precinct 2-1,226,264,5,1,496,0
Precinct,301 - Precinct 3-1,193,286,5,0,484,0
Precinct,401 - Precinct 4-1,366,192,4,1,563,0
Precinct,501 - Precinct 5-1,418,231,1,1,651,0
Precinct,Ab - Central Absentee Precinct,136,369,4,0,509,0
Precinct,Provisional,1,3,0,0,4,0
Locality,Northumberland County,4167,2312,37,0,6516,0
Precinct,##ev - Central Absentee Precinct,1309,985,7,0,2301,0
Precinct,##pe - Central Absentee Precinct,3,0,0,0,3,0
Precinct,101 - 1a,452,157,4,0,613,0
Precinct,201 - 2a,554,172,8,0,734,0
Precinct,301 - 3a,192,267,6,0,465,0
Precinct,401 - 4a,769,259,6,0,1034,0
Precinct,501 - 5a,768,207,5,0,980,0
Precinct,Ab - Central Absentee Precinct,118,257,1,0,376,0
Precinct,Provisional,2,8,0,0,10,0
Locality,Norton City,866,320,13,4,1203,0
Precinct,##ev - Central Absentee Precinct,334,125,7,1,467,0
Precinct,##pe - Central Absentee Precinct,0,0,0,0,0,0
Precinct,1 - East Ward,515,142,4,3,664,0
Precinct,AB - Central Absentee Precinct,16,53,2,0,71,0
Precinct,Provisional,1,0,0,0,1,0
Locality,Nottoway County,3497,1892,24,3,5416,0
Precinct,##ev - Central Absentee Precinct,998,667,7,0,1672,0
Precinct,##pe - Central Absentee Precinct,1,6,0,0,7,0
Precinct,101 - Precinct 1-1,325,101,2,0,428,0
Precinct,102 - Precinct 1-2,245,82,0,0,327,0
Precinct,201 - Precinct 2-1,373,142,4,1,520,0
Precinct,202 - Precinct 2-2,205,45,0,0,250,0
Precinct,301 - Precinct 3-1,167,154,2,0,323,0
Precinct,302 - Precinct 3-2,191,60,0,0,251,0
Precinct,401 - Precinct 4-1,90,183,1,0,274,0
Precinct,402 - Precinct 4-2,376,84,1,0,461,0
Precinct,501 - Precinct 5-1,427,207,4,1,639,0
Precinct,Ab - Central Absentee Precinct,99,161,3,1,264,0
Precinct,Provisional,0,0,0,0,0,0
Locality,Orange County,10670,5351,80,9,16110,0
Precinct,##ev - Central Absentee Precinct,1726,1337,12,2,3077,0
Precinct,##pe - Central Absentee Precinct,11,38,2,0,51,0
Precinct,101 - One West,883,346,2,1,1232,0
Precinct,102 - One East,760,361,3,0,1124,0
Precinct,201 - Two West,948,191,5,1,1145,0
Precinct,202 - Two East,915,200,5,0,1120,0
Precinct,301 - Three West,702,368,6,0,1076,0
Precinct,302 - Three East,345,96,2,0,443,0
Precinct,401 - Four West,1113,206,2,1,1322,0
Precinct,402 - Four East,898,438,13,1,1350,0
Precinct,501 - Five South,958,473,9,1,1441,0
Precinct,502 - Five North,1053,544,9,2,1608,0
Precinct,Ab - Central Absentee Precinct,349,742,9,0,1100,0
Precinct,Provisional,9,11,1,0,21,0
Locality,Page County,7594,1995,28,5,9622,0
Precinct,##ev - Central Absentee Precinct,1250,794,5,1,2050,0
Precinct,##pe - Central Absentee Precinct,2,3,0,0,5,0
Precinct,101 - West Luray,959,199,3,1,1162,0
Precinct,201 - East Luray,1097,231,5,0,1333,0
Precinct,301 - Marksville,1473,170,1,1,1645,0
Precinct,401 - Newport,1124,113,4,0,1241,0
Precinct,501 - Shenandoah,1457,159,3,2,1621,0
Precinct,Ab - Central Absentee Precinct,225,324,7,0,556,0
Precinct,Provisional,7,2,0,0,9,0
Locality,Patrick County,5946,1255,32,6,7239,0
Precinct,##ev - Central Absentee Precinct,1050,266,2,2,1320,0
Precinct,##pe - Central Absentee Precinct,4,6,0,0,10,0
Precinct,101 - Ararat,321,59,2,0,382,0
Precinct,102 - Claudville,316,47,0,0,363,0
Precinct,103 - Willis Gap,366,50,0,0,416,0
Precinct,201 - Dry Pond,201,24,0,0,225,0
Precinct,202 - Patrick Springs,461,66,3,1,531,0
Precinct,203 - Russell Creek,362,69,4,0,435,0
Precinct,301 - Critz/stella,518,105,3,0,626,0
Precinct,302 - Liberty,387,39,2,1,429,0
Precinct,401 - Meadows Of Dan,422,101,3,0,526,0
Precinct,402 - Stuart Fairgrounds,365,60,2,0,427,0
Precinct,501 - Stuart Community,189,30,2,0,221,0
Precinct,502 - Elamsville,346,62,2,1,411,0
Precinct,503 - Woolwine,467,54,2,0,523,0
Precinct,Ab - Central Absentee Precinct,171,215,5,1,392,0
Precinct,Provisional,0,2,0,0,2,0
Locality,Petersburg City,1207,7591,141,5,8944,0
Precinct,##ev - Central Absentee Precinct,371,2297,24,0,2692,0
Precinct,##pe - Central Absentee Precinct,2,41,3,0,46,0
Precinct,101 - First Ward First Precinct,90,413,10,0,513,0
Precinct,201 - Second Ward First Precinct,91,839,18,1,949,0
Precinct,301 - Third Ward First Precinct,238,738,18,1,995,0
Precinct,401 - Fourth Ward First Precinct,150,460,12,0,622,0
Precinct,501 - Fifth Ward First Precinct,56,477,13,1,547,0
Precinct,601 - Sixth Ward First Precinct,33,425,7,0,465,0
Precinct,701 - Seventh Ward First Precinct,79,643,7,1,730,0
Precinct,Ab - Central Absentee Precinct,93,1243,27,1,1364,0
Precinct,Provisional,4,15,2,0,21,0
Locality,Pittsylvania County,19543,6319,76,12,25950,0
Precinct,##ev - Central Absentee Precinct,2789,994,7,1,3791,0
Precinct,##pe - Central Absentee Precinct,27,27,3,0,57,0
Precinct,103 - Twin Springs,1484,222,5,1,1712,0
Precinct,105 - Chatham,337,88,2,0,427,0
Precinct,106 - Tunstall,594,109,3,1,707,0
Precinct,108 - West Blairs,333,90,2,0,425,0
Precinct,201 - Callands,582,101,2,0,685,0
Precinct,202- Bearskin,135,49,0,0,184,0
Precinct,204 - Sandy Level,391,80,0,0,471,0
Precinct,206 - Climax,396,67,0,0,463,0
Precinct,207 - Gretna,918,198,4,1,1121,0
Precinct,301 - Central,193,207,4,0,404,0
Precinct,305 - Riceville,253,217,2,0,472,0
Precinct,307 - East Blairs,182,372,0,0,554,0
Precinct,308 - Mt Airy,151,141,3,0,295,0
Precinct,309 - East Gretna,203,126,2,1,332,0
Precinct,402 - Keeling,609,76,3,0,688,0
Precinct,404 - Kentuck,1057,202,3,1,1263,0
Precinct,405 - Ringgold,1087,252,1,0,1340,0
Precinct,501 - Hurt,781,240,4,1,1026,0
Precinct,502 - Motley Sycamore,920,232,3,2,1157,0
Precinct,503 - Renan,511,110,4,0,625,0
Precinct,603 - Stony Mill,692,150,2,0,844,0
Precinct,604 - Swansonville,512,153,1,1,667,0
Precinct,605 - Whitmell,549,117,1,1,668,0
Precinct,606 - Brosville,413,264,4,0,681,0
Precinct,607 - Dry Fork,271,52,0,0,323,0
Precinct,702 - Bachelors Hall,878,111,1,0,990,0
Precinct,703 - Ferry Road,165,45,0,0,210,0
Precinct,704 - Mt Hermon,963,278,1,0,1242,0
Precinct,705 - Mt Cross,610,100,0,0,710,0
Precinct,Ab - Central Absentee Precinct,545,842,9,1,1397,0
Precinct,Provisional,12,7,0,0,19,0
Locality,Poquoson City,4897,1364,32,5,6298,0
Precinct,##ev - Central Absentee Precinct,1599,619,9,2,2229,0
Precinct,##pe - Central Absentee Precinct,0,7,0,0,7,0
Precinct,1 - Central,972,178,7,1,1158,0
Precinct,2 - Eastern,1134,208,8,1,1351,0
Precinct,3 - Western,1107,217,6,1,1331,0
Precinct,Ab - Central Absentee Precinct,85,133,2,0,220,0
Precinct,Provisional,0,2,0,0,2,0
Locality,Portsmouth City,9946,19513,355,19,29833,0
Precinct,##ev - Central Absentee Precinct,1019,3753,42,0,4814,0
Precinct,##pe - Central Absentee Precinct,29,88,2,0,119,0
Precinct,1 - Emanuel A. M. E. Church,229,520,9,0,758,0
Precinct,5 - Hampton Roads Community Health Center,27,361,5,0,393,0
Precinct,7- Park View Elementary School,142,374,6,0,522,0
Precinct,9 - Third Baptist Church,119,507,8,1,635,0
Precinct,10 - Port Norfolk Recreation Center,186,238,5,0,429,0
Precinct,11 - Joseph E. Parker Recreation Center,16,388,4,0,408,0
Precinct,13 - St. Mark Missionary Baptist Church,19,195,2,0,216,0
Precinct,14 - Brighton Elementary School,31,453,7,1,492,0
Precinct,16 - Cradock Middle School,186,352,8,0,546,0
Precinct,17 - Victory Life Fellowship,266,396,12,0,674,0
Precinct,19 - Victory Elementary School,215,191,7,0,413,0
Precinct,20 - Noble Street Baptist Church,177,460,13,1,651,0
Precinct,21 - John F. Kennedy Community Center,13,336,3,0,352,0
Precinct,22 - St. Mark Deliverance Center,333,295,8,1,637,0
Precinct,23 - Westhaven Baptist Church,492,221,4,1,718,0
Precinct,24 - The Senior Station,236,287,6,0,529,0
Precinct,25 - Waterview Elementary School,432,404,10,1,847,0
Precinct,26 - William E. Waters Middle School,25,599,7,0,631,0
Precinct,27 - Cavalier Manor Recreation Center,33,536,8,0,577,0
Precinct,28 - Lakeview Elementary School,41,803,14,2,860,0
Precinct,29 - Manor High School,424,145,4,0,573,0
Precinct,30 - The Rescue Church,535,186,3,0,724,0
Precinct,31 - West Park Church Of Christ,468,482,14,0,964,0
Precinct,32 - Hodges Manor Elementary School,439,245,4,0,688,0
Precinct,33- Pinecrest Baptist Church,507,170,2,1,680,0
Precinct,34- Churchland Branch Library,512,296,7,2,817,0
Precinct,35 - Churchland Elementary School,566,375,15,1,957,0
Precinct,36 - Churchland High School,763,689,10,4,1466,0
Precinct,37 - Churchland Middle School,443,653,14,0,1110,0
Precinct,38 - Grove Baptist Church,183,748,15,0,946,0
Precinct,39 - Churchland Primary And Intermediate School,379,810,21,1,1211,0
Precinct,Ab - Central Absentee Precinct,447,2889,53,2,3391,0
Precinct,Provisional,14,68,3,0,85,0
Locality,Powhatan County,12582,3721,58,10,16371,0
Precinct,##ev - Central Absentee Precinct,3658,1273,10,1,4942,0
Precinct,##pe - Central Absentee Precinct,6,7,0,0,13,0
Precinct,101 - Subletts,875,218,3,1,1097,0
Precinct,102 - Manakin,677,210,1,2,890,0
Precinct,103 - Flat Rock,570,122,4,0,696,0
Precinct,201 - Powhatan Station,840,133,3,0,976,0
Precinct,202 - Graceland,1090,214,8,0,1312,0
Precinct,301 - Bethesda,694,178,2,2,876,0
Precinct,302 - Lee's Landing,780,196,3,0,979,0
Precinct,401 - Powhatan Courthouse,1115,163,8,1,1287,0
Precinct,402 - Mt Zion,508,97,1,0,606,0
Precinct,501 - Smith Cross Roads,611,218,6,1,836,0
Precinct,502 - Pineville,428,175,4,0,607,0
Precinct,503 - Tobaccoville,448,64,3,0,515,0
Precinct,AB - Central Absentee Precinct,280,448,2,2,732,0
Precinct,Provisional,2,5,0,0,7,0
Locality,Prince Edward County,3876,3210,36,3,7125,0
Precinct,##ev - Central Absentee Precinct,730,709,7,0,1446,0
Precinct,##pe - Central Absentee Precinct,5,7,0,0,12,0
Precinct,101 - Farmville,312,267,4,0,583,0
Precinct,201 - Lockett,526,278,2,1,807,0
Precinct,301 - Leigh,317,195,1,0,513,0
Precinct,302 - Mt Pleasant,163,144,0,2,309,0
Precinct,401 - Hampden,371,221,4,0,596,0
Precinct,501 - Darlington Hts,345,134,0,0,479,0
Precinct,502 - Buffalo Hts,154,75,0,0,229,0
Precinct,601 - Prospect,450,337,4,0,791,0
Precinct,701 - West End,255,242,4,0,501,0
Precinct,801 - Center,76,152,4,0,232,0
Precinct,Ab - Central Absentee Precinct,171,440,6,0,617,0
Precinct,Provisional,1,9,0,0,10,0
Locality,Prince George County,8548,4577,84,13,13222,0
Precinct,##ev - Central Absentee Precinct (CD 4),2504,1499,16,4,4023,0
Precinct,##pe - Central Absentee Precinct (CD 4),22,15,5,0,42,0
Precinct,101 - Richard Bland (CD 4),442,167,1,2,612,0
Precinct,102 - Templeton (CD 4),1382,283,7,0,1672,0
Precinct,103 - Union Branch (CD 4),661,331,5,2,999,0
Precinct,104 - Rives (CD 4),321,263,5,0,589,0
Precinct,105 - Harrison (CD 4),358,51,1,0,410,0
Precinct,201 - Bland (CD 4),771,301,5,1,1078,0
Precinct,202 - Black Water (CD 4),700,263,10,1,974,0
Precinct,203 - Brandon (CD 4),353,102,3,0,458,0
Precinct,204 - Courts Bldg (CD 4),544,445,8,1,998,0
Precinct,205 - Jefferson Park (CD 4),260,398,7,1,666,0
Precinct,Ab - Central Absentee Precinct (CD 4),230,459,11,1,701,0
Precinct,Provisional (CD 4),0,0,0,0,0,0
Locality,Prince William County,64658,87352,1111,97,153218,0
Precinct,##ev - Central Absentee Precinct (CD 1),7638,9746,64,3,17451,0
Precinct,##ev - Central Absentee Precinct (CD 10),6045,5809,28,6,11888,0
Precinct,##ev - Central Absentee Precinct (CD 11),3578,9780,60,4,13422,0
Precinct,##pe - Central Absentee Precinct (CD 1),96,251,13,0,360,0
Precinct,##pe - Central Absentee Precinct (CD 10),43,79,5,0,127,0
Precinct,##pe - Central Absentee Precinct (CD 11),63,237,10,0,310,0
Precinct,101 - Brentsville (CD 1),1016,294,5,0,1315,0
Precinct,102 - Cedar Point (CD 1),900,777,11,1,1689,0
Precinct,103 - Glenkirk (CD 1),665,549,7,1,1222,0
Precinct,104 - Nokesville (CD 1),983,455,5,0,1443,0
Precinct,105 - Limestone (CD 1),894,734,7,0,1635,0
Precinct,106 - Westgate (CD 1),247,351,4,0,602,0
Precinct,107 - Marsteller (CD 1),840,789,11,0,1640,0
Precinct,108 - Victory (CD 1),845,954,17,0,1816,0
Precinct,109 - Chris Yung (CD 1),695,693,8,4,1400,0
Precinct,110 - Buckland Mills (CD 10),321,306,4,1,632,0
Precinct,110 - Buckland Mills (CD 1),186,133,0,0,319,0
Precinct,111 - Bristow Run (CD 1),379,325,4,1,709,0
Precinct,112 - Burke-nickens (CD 10),700,624,7,2,1333,0
Precinct,112 - Burke-nickens (CD 1),57,61,2,0,120,0
Precinct,114 - Piney Branch (CD 1),616,497,6,0,1119,0
Precinct,201 - Saunders (CD 11),376,559,10,3,948,0
Precinct,202 - Marshall (CD 1),751,520,7,0,1278,0
Precinct,203 - Bennett (CD 1),689,509,11,1,1210,0
Precinct,204 - Ellis (CD 1),450,399,2,1,852,0
Precinct,205 - Buckhall (CD 10),721,596,6,1,1324,0
Precinct,206 - Coles (CD 1),655,371,5,0,1031,0
Precinct,207 - Spriggs (CD 1),617,735,14,1,1367,0
Precinct,208 - Hylton (CD 1),630,358,3,2,993,0
Precinct,209 - Independent Hill (CD 1),656,263,7,1,927,0
Precinct,210 - Penn (CD 11),38,66,0,0,104,0
Precinct,210 - Penn (CD 1),635,385,7,0,1027,0
Precinct,211 - Signal Hill (CD 10),635,528,12,1,1176,0
Precinct,212 - Yorkshire (CD 10),563,663,12,2,1240,0
