,,Jason Stuart Redding Miyares,Mark Rankin Herring,Write-Ins,Total Votes Cast,Undervotes
Precinct,311 - Newmarket (CD 3),309,684,1,994,0
Precinct,312 - Newsome Park (CD 3),5,121,1,127,0
Precinct,313 - Reed (CD 3),34,513,1,548,0
Precinct,314 - River (CD 3),254,284,0,538,0
Precinct,315 - Sedgefield (CD 3),442,412,0,854,0
Precinct,316 - South Morrison (CD 3),357,502,0,859,0
Precinct,317 - Washington (CD 3),13,167,0,180,0
Precinct,318 - Wilson (CD 3),54,339,1,394,0
Precinct,319 - Saunders (CD 3),652,606,0,1258,0
Precinct,320 - Watkins (CD 3),989,720,2,1711,0
Precinct,Ab - Central Absentee Precinct (CD 2),17,18,0,35,0
Precinct,Ab - Central Absentee Precinct (CD 3),885,4217,4,5106,0
Precinct,Provisional (CD 2),0,0,0,0,0
Precinct,Provisional (CD 3),41,71,0,112,0
Locality,Norfolk City,18770,40914,87,59771,0
Precinct,##ev - Central Absentee Precinct (CD 2),1686,2564,5,4255,0
Precinct,##ev - Central Absentee Precinct (CD 3),1592,6550,12,8154,0
Precinct,##pe - Central Absentee Precinct (CD 2),23,92,0,115,0
Precinct,##pe - Central Absentee Precinct (CD 3),27,171,0,198,0
Precinct,101 - Granby (CD 3),420,710,3,1133,0
Precinct,102 - Ocean View School (CD 2),293,234,1,528,0
Precinct,103 - Northside (CD 2),503,396,1,900,0
Precinct,104 - Titustown (CD 3),1,21,0,22,0
Precinct,104 - Titustown (CD 2),64,319,0,383,0
Precinct,106 - Second Presbyterian (CD 2),436,596,0,1032,0
Precinct,201 - Larchmont School (CD 3),383,564,1,948,0
Precinct,203 - Ghent Square (CD 3),166,357,1,524,0
Precinct,207 - Lambert's Point (CD 3),124,608,5,737,0
Precinct,208 - Larchmont Library (CD 3),373,406,2,781,0
Precinct,210 - Maury (CD 3),273,674,2,949,0
Precinct,211 - Chrysler Museum (CD 3),451,738,0,1189,0
Precinct,212 - Park Place (CD 3),61,518,5,584,0
Precinct,213 - Taylor Elementary School (CD 3),295,900,1,1196,0
Precinct,214 - Stuart (CD 3),317,811,2,1130,0
Precinct,215 - Suburban Park (CD 2),418,483,0,901,0
Precinct,217 - Wesley (CD 2),298,412,0,710,0
Precinct,218 - Willard (CD 3),643,719,1,1363,0
Precinct,301 - Ballentine (CD 3),133,571,0,704,0
Precinct,302 - Tanners Creek (CD 3),117,370,3,490,0
Precinct,303 - Broad Creek (CD 3),59,724,1,784,0
Precinct,304 - Coleman Place School (CD 3),104,353,2,459,0
Precinct,305 - Lafayette-winona (CD 3),154,486,1,641,0
Precinct,306 - Lindenwood (CD 3),74,452,1,527,0
Precinct,309 - Norview (CD 3),332,841,0,1173,0
Precinct,310 - Rosemont (CD 3),85,1003,0,1088,0
Precinct,311 - Sherwood (CD 3),521,827,3,1351,0
Precinct,313 - Union Chapel (CD 3),21,338,0,359,0
Precinct,402 - Berkley (CD 3),16,571,1,588,0
Precinct,404 - Campostella (CD 3),36,550,1,587,0
Precinct,405 - Chesterfield (CD 3),50,568,2,620,0
Precinct,406 - Barron Black (CD 2),334,346,0,680,0
Precinct,408 - Easton (CD 3),479,426,1,906,0
Precinct,409 - Fairlawn (CD 3),325,353,0,678,0
Precinct,411 - Ruffner Academy (CD 3),20,273,0,293,0
Precinct,412 - Ingleside (CD 3),141,597,1,739,0
Precinct,413 - Poplar Halls (CD 3),204,737,1,942,0
Precinct,414 - Young Park (CD 3),31,478,0,509,0
Precinct,415 - Lake Taylor High School (CD 3),303,377,1,681,0
Precinct,501 - Bayview (CD 2),597,476,0,1073,0
Precinct,503 - East Ocean View (CD 2),626,521,2,1149,0
Precinct,504 - Larrymore (CD 2),416,496,2,914,0
Precinct,505 - Little Creek (CD 2),431,321,3,755,0
Precinct,506 - Ocean View Center (CD 2),440,578,0,1018,0
Precinct,507 - Pretlow (CD 2),424,440,4,868,0
Precinct,509 - Tarrallton (CD 2),715,404,1,1120,0
Precinct,510 - Third Presbyterian (CD 2),774,468,2,1244,0
Precinct,511 - Crossroads (CD 2),540,501,1,1042,0
Precinct,512 - Azalea Gardens (CD 2),349,313,0,662,0
Precinct,Ab - Central Absentee Precinct (CD 2),444,1701,2,2147,0
Precinct,Ab - Central Absentee Precinct (CD 3),595,4459,9,5063,0
Precinct,Provisional (CD 2),14,30,0,44,0
Precinct,Provisional (CD 3),19,122,0,141,0
Locality,Northampton County,2625,2588,3,5216,0
Precinct,##ev - Central Absentee Precinct,779,931,1,1711,0
Precinct,##pe - Central Absentee Precinct,5,7,0,12,0
Precinct,101 - Precinct 1-1,529,287,0,816,0
Precinct,201 - Precinct 2-1,218,269,1,488,0
Precinct,301 - Precinct 3-1,190,289,0,479,0
Precinct,401 - Precinct 4-1,358,199,1,558,0
Precinct,501 - Precinct 5-1,409,232,0,641,0
Precinct,Ab - Central Absentee Precinct,136,371,0,507,0
Precinct,Provisional,1,3,0,4,0
Locality,Northumberland County,4145,2336,3,6484,0
Precinct,##ev - Central Absentee Precinct,1313,984,0,2297,0
Precinct,##pe - Central Absentee Precinct,3,0,0,3,0
Precinct,101 - 1a,447,163,1,611,0
Precinct,201 - 2a,547,180,1,728,0
Precinct,301 - 3a,189,271,0,460,0
Precinct,401 - 4a,770,256,0,1026,0
Precinct,501 - 5a,757,215,1,973,0
Precinct,Ab - Central Absentee Precinct,116,260,0,376,0
Precinct,Provisional,3,7,0,10,0
Locality,Norton City,842,344,2,1188,0
Precinct,##ev - Central Absentee Precinct,322,140,0,462,0
Precinct,##pe - Central Absentee Precinct,0,0,0,0,0
Precinct,1 - East Ward,501,152,2,655,0
Precinct,AB - Central Absentee Precinct,18,52,0,70,0
Precinct,Provisional,1,0,0,1,0
Locality,Nottoway County,3444,1947,6,5397,0
Precinct,##ev - Central Absentee Precinct,985,674,1,1660,0
Precinct,##pe - Central Absentee Precinct,1,6,0,7,0
Precinct,101 - Precinct 1-1,315,112,2,429,0
Precinct,102 - Precinct 1-2,239,87,0,326,0
Precinct,201 - Precinct 2-1,369,149,1,519,0
Precinct,202 - Precinct 2-2,199,51,0,250,0
Precinct,301 - Precinct 3-1,164,156,0,320,0
Precinct,302 - Precinct 3-2,190,61,0,251,0
Precinct,401 - Precinct 4-1,91,182,0,273,0
Precinct,402 - Precinct 4-2,372,89,0,461,0
Precinct,501 - Precinct 5-1,419,218,1,638,0
Precinct,Ab - Central Absentee Precinct,100,162,1,263,0
Precinct,Provisional,0,0,0,0,0
Locality,Orange County,10493,5533,9,16035,0
Precinct,##ev - Central Absentee Precinct,1696,1366,3,3065,0
Precinct,##pe - Central Absentee Precinct,11,40,0,51,0
Precinct,101 - One West,848,373,1,1222,0
Precinct,102 - One East,742,375,0,1117,0
Precinct,201 - Two West,930,205,1,1136,0
Precinct,202 - Two East,914,206,0,1120,0
Precinct,301 - Three West,687,382,0,1069,0
Precinct,302 - Three East,337,105,1,443,0
Precinct,401 - Four West,1104,212,1,1317,0
Precinct,402 - Four East,883,459,0,1342,0
Precinct,501 - Five South,940,495,0,1435,0
Precinct,502 - Five North,1049,554,2,1605,0
Precinct,Ab - Central Absentee Precinct,345,747,0,1092,0
Precinct,Provisional,7,14,0,21,0
Locality,Page County,7425,2107,8,9540,0
Precinct,##ev - Central Absentee Precinct,1226,802,3,2031,0
Precinct,##pe - Central Absentee Precinct,2,3,0,5,0
Precinct,101 - West Luray,934,218,0,1152,0
Precinct,201 - East Luray,1065,252,1,1318,0
Precinct,301 - Marksville,1439,195,2,1636,0
Precinct,401 - Newport,1105,124,0,1229,0
Precinct,501 - Shenandoah,1424,186,2,1612,0
Precinct,Ab - Central Absentee Precinct,224,324,0,548,0
Precinct,Provisional,6,3,0,9,0
Locality,Patrick County,5855,1331,3,7189,0
Precinct,##ev - Central Absentee Precinct,1031,279,0,1310,0
Precinct,##pe - Central Absentee Precinct,4,6,0,10,0
Precinct,101 - Ararat,315,63,0,378,0
Precinct,102 - Claudville,315,48,0,363,0
Precinct,103 - Willis Gap,363,49,0,412,0
Precinct,201 - Dry Pond,197,24,0,221,0
Precinct,202 - Patrick Springs,444,80,0,524,0
Precinct,203 - Russell Creek,361,71,0,432,0
Precinct,301 - Critz/stella,506,116,0,622,0
Precinct,302 - Liberty,381,44,1,426,0
Precinct,401 - Meadows Of Dan,410,116,0,526,0
Precinct,402 - Stuart Fairgrounds,363,65,0,428,0
Precinct,501 - Stuart Community,188,30,0,218,0
Precinct,502 - Elamsville,341,65,1,407,0
Precinct,503 - Woolwine,460,59,0,519,0
Precinct,Ab - Central Absentee Precinct,176,214,1,391,0
Precinct,Provisional,0,2,0,2,0
Locality,Petersburg City,1207,7625,10,8842,0
Precinct,##ev - Central Absentee Precinct,393,2278,2,2673,0
Precinct,##pe - Central Absentee Precinct,4,42,0,46,0
Precinct,101 - First Ward First Precinct,87,422,0,509,0
Precinct,201 - Second Ward First Precinct,102,838,1,941,0
Precinct,301 - Third Ward First Precinct,233,751,2,986,0
Precinct,401 - Fourth Ward First Precinct,135,477,0,612,0
Precinct,501 - Fifth Ward First Precinct,58,478,2,538,0
Precinct,601 - Sixth Ward First Precinct,30,421,1,452,0
Precinct,701 - Seventh Ward First Precinct,64,637,1,702,0
Precinct,Ab - Central Absentee Precinct,96,1265,1,1362,0
Precinct,Provisional,5,16,0,21,0
Locality,Pittsylvania County,19391,6476,11,25878,0
Precinct,##ev - Central Absentee Precinct,2763,1004,2,3769,0
Precinct,##pe - Central Absentee Precinct,26,31,0,57,0
Precinct,103 - Twin Springs,1476,231,0,1707,0
Precinct,105 - Chatham,332,93,0,425,0
Precinct,106 - Tunstall,591,114,1,706,0
Precinct,108 - West Blairs,336,90,0,426,0
Precinct,201 - Callands,581,105,0,686,0
Precinct,202- Bearskin,134,50,0,184,0
Precinct,204 - Sandy Level,383,85,0,468,0
Precinct,206 - Climax,390,75,0,465,0
Precinct,207 - Gretna,905,209,0,1114,0
Precinct,301 - Central,190,210,0,400,0
Precinct,305 - Riceville,252,223,0,475,0
Precinct,307 - East Blairs,179,370,0,549,0
Precinct,308 - Mt Airy,152,140,0,292,0
Precinct,309 - East Gretna,202,129,1,332,0
Precinct,402 - Keeling,606,81,0,687,0
Precinct,404 - Kentuck,1053,203,1,1257,0
Precinct,405 - Ringgold,1075,260,0,1335,0
Precinct,501 - Hurt,778,247,0,1025,0
Precinct,502 - Motley Sycamore,924,231,3,1158,0
Precinct,503 - Renan,509,115,0,624,0
Precinct,603 - Stony Mill,687,152,0,839,0
Precinct,604 - Swansonville,505,159,1,665,0
Precinct,605 - Whitmell,546,119,1,666,0
Precinct,606 - Brosville,419,263,1,683,0
Precinct,607 - Dry Fork,269,54,0,323,0
Precinct,702 - Bachelors Hall,877,117,0,994,0
Precinct,703 - Ferry Road,160,49,0,209,0
Precinct,704 - Mt Hermon,955,282,0,1237,0
Precinct,705 - Mt Cross,598,111,0,709,0
Precinct,Ab - Central Absentee Precinct,525,868,0,1393,0
Precinct,Provisional,13,6,0,19,0
Locality,Poquoson City,4870,1396,6,6272,0
Precinct,##ev - Central Absentee Precinct,1605,618,0,2223,0
Precinct,##pe - Central Absentee Precinct,0,7,0,7,0
Precinct,1 - Central,966,185,1,1152,0
Precinct,2 - Eastern,1126,219,2,1347,0
Precinct,3 - Western,1093,228,3,1324,0
Precinct,Ab - Central Absentee Precinct,80,137,0,217,0
Precinct,Provisional,0,2,0,2,0
Locality,Portsmouth City,9809,19783,37,29629,0
Precinct,##ev - Central Absentee Precinct,1004,3780,6,4790,0
Precinct,##pe - Central Absentee Precinct,28,92,0,120,0
Precinct,1 - Emanuel A. M. E. Church,230,524,1,755,0
Precinct,5 - Hampton Roads Community Health Center,19,366,0,385,0
Precinct,7- Park View Elementary School,139,374,0,513,0
Precinct,9 - Third Baptist Church,130,501,1,632,0
Precinct,10 - Port Norfolk Recreation Center,187,239,1,427,0
Precinct,11 - Joseph E. Parker Recreation Center,15,389,1,405,0
Precinct,13 - St. Mark Missionary Baptist Church,18,197,0,215,0
Precinct,14 - Brighton Elementary School,27,462,0,489,0
Precinct,16 - Cradock Middle School,189,353,1,543,0
Precinct,17 - Victory Life Fellowship,261,408,0,669,0
Precinct,19 - Victory Elementary School,210,201,1,412,0
Precinct,20 - Noble Street Baptist Church,168,471,0,639,0
Precinct,21 - John F. Kennedy Community Center,12,339,0,351,0
Precinct,22 - St. Mark Deliverance Center,332,302,1,635,0
Precinct,23 - Westhaven Baptist Church,477,241,0,718,0
Precinct,24 - The Senior Station,223,300,2,525,0
Precinct,25 - Waterview Elementary School,423,410,1,834,0
Precinct,26 - William E. Waters Middle School,24,596,0,620,0
Precinct,27 - Cavalier Manor Recreation Center,35,528,2,565,0
Precinct,28 - Lakeview Elementary School,39,811,1,851,0
Precinct,29 - Manor High School,408,161,1,570,0
Precinct,30 - The Rescue Church,529,191,0,720,0
Precinct,31 - West Park Church Of Christ,460,500,1,961,0
Precinct,32 - Hodges Manor Elementary School,441,240,1,682,0
Precinct,33- Pinecrest Baptist Church,498,178,2,678,0
Precinct,34- Churchland Branch Library,495,316,3,814,0
Precinct,35 - Churchland Elementary School,568,381,1,950,0
Precinct,36 - Churchland High School,754,698,3,1455,0
Precinct,37 - Churchland Middle School,441,662,2,1105,0
Precinct,38 - Grove Baptist Church,170,773,0,943,0
Precinct,39 - Churchland Primary And Intermediate School,376,828,2,1206,0
Precinct,Ab - Central Absentee Precinct,464,2904,2,3370,0
Precinct,Provisional,15,67,0,82,0
Locality,Powhatan County,12556,3774,10,16340,0
Precinct,##ev - Central Absentee Precinct,3662,1277,3,4942,0
Precinct,##pe - Central Absentee Precinct,5,8,0,13,0
Precinct,101 - Subletts,876,220,0,1096,0
Precinct,102 - Manakin,677,208,2,887,0
Precinct,103 - Flat Rock,565,130,0,695,0
Precinct,201 - Powhatan Station,833,139,1,973,0
Precinct,202 - Graceland,1087,218,0,1305,0
Precinct,301 - Bethesda,693,179,1,873,0
Precinct,302 - Lee's Landing,778,199,0,977,0
Precinct,401 - Powhatan Courthouse,1115,175,1,1291,0
Precinct,402 - Mt Zion,509,96,0,605,0
Precinct,501 - Smith Cross Roads,595,226,2,823,0
Precinct,502 - Pineville,430,178,0,608,0
Precinct,503 - Tobaccoville,441,73,0,514,0
Precinct,AB - Central Absentee Precinct,288,444,0,732,0
Precinct,Provisional,2,4,0,6,0
Locality,Prince Edward County,3855,3213,9,7077,0
Precinct,##ev - Central Absentee Precinct,740,699,3,1442,0
Precinct,##pe - Central Absentee Precinct,4,8,0,12,0
Precinct,101 - Farmville,302,272,2,576,0
Precinct,201 - Lockett,520,284,2,806,0
Precinct,301 - Leigh,312,200,0,512,0
Precinct,302 - Mt Pleasant,165,142,1,308,0
Precinct,401 - Hampden,368,222,0,590,0
Precinct,501 - Darlington Hts,339,131,0,470,0
Precinct,502 - Buffalo Hts,153,75,0,228,0
Precinct,601 - Prospect,440,340,0,780,0
Precinct,701 - West End,256,241,0,497,0
Precinct,801 - Center,74,157,0,231,0
Precinct,Ab - Central Absentee Precinct,180,434,1,615,0
Precinct,Provisional,2,8,0,10,0
Locality,Prince George County,8526,4646,5,13177,0
Precinct,##ev - Central Absentee Precinct (CD 4),2508,1503,3,4014,0
Precinct,##pe - Central Absentee Precinct (CD 4),22,21,0,43,0
Precinct,101 - Richard Bland (CD 4),438,171,0,609,0
Precinct,102 - Templeton (CD 4),1375,290,0,1665,0
Precinct,103 - Union Branch (CD 4),657,336,2,995,0
Precinct,104 - Rives (CD 4),318,271,0,589,0
Precinct,105 - Harrison (CD 4),354,55,0,409,0
Precinct,201 - Bland (CD 4),772,303,0,1075,0
Precinct,202 - Black Water (CD 4),705,260,0,965,0
Precinct,203 - Brandon (CD 4),347,108,0,455,0
Precinct,204 - Courts Bldg (CD 4),530,464,0,994,0
Precinct,205 - Jefferson Park (CD 4),267,395,0,662,0
Precinct,Ab - Central Absentee Precinct (CD 4),233,469,0,702,0
Precinct,Provisional (CD 4),0,0,0,0,0
Locality,Prince William County,64148,88374,136,152658,0
Precinct,##ev - Central Absentee Precinct (CD 1),7616,9788,10,17414,0
Precinct,##ev - Central Absentee Precinct (CD 10),6027,5825,6,11858,0
Precinct,##ev - Central Absentee Precinct (CD 11),3580,9787,9,13376,0
Precinct,##pe - Central Absentee Precinct (CD 1),96,262,0,358,0
Precinct,##pe - Central Absentee Precinct (CD 10),42,85,1,128,0
Precinct,##pe - Central Absentee Precinct (CD 11),65,243,0,308,0
Precinct,101 - Brentsville (CD 1),1015,292,1,1308,0
Precinct,102 - Cedar Point (CD 1),887,787,4,1678,0
Precinct,103 - Glenkirk (CD 1),650,562,2,1214,0
Precinct,104 - Nokesville (CD 1),977,464,1,1442,0
Precinct,105 - Limestone (CD 1),889,742,1,1632,0
Precinct,106 - Westgate (CD 1),237,361,0,598,0
Precinct,107 - Marsteller (CD 1),816,811,1,1628,0
Precinct,108 - Victory (CD 1),846,962,1,1809,0
Precinct,109 - Chris Yung (CD 1),698,695,3,1396,0
Precinct,110 - Buckland Mills (CD 10),317,312,1,630,0
Precinct,110 - Buckland Mills (CD 1),185,134,0,319,0
Precinct,111 - Bristow Run (CD 1),380,328,1,709,0
Precinct,112 - Burke-nickens (CD 10),708,621,3,1332,0
Precinct,112 - Burke-nickens (CD 1),58,62,0,120,0
Precinct,114 - Piney Branch (CD 1),620,496,0,1116,0
Precinct,201 - Saunders (CD 11),377,565,2,944,0
Precinct,202 - Marshall (CD 1),747,529,1,1277,0
Precinct,203 - Bennett (CD 1),682,523,1,1206,0
Precinct,204 - Ellis (CD 1),434,411,1,846,0
Precinct,205 - Buckhall (CD 10),714,604,0,1318,0
Precinct,206 - Coles (CD 1),643,386,0,1029,0
Precinct,207 - Spriggs (CD 1),615,746,1,1362,0
Precinct,208 - Hylton (CD 1),626,362,2,990,0
Precinct,209 - Independent Hill (CD 1),647,272,1,920,0
Precinct,210 - Penn (CD 11),34,70,0,104,0
Precinct,210 - Penn (CD 1),625,402,3,1030,0
Precinct,211 - Signal Hill (CD 10),629,542,1,1172,0
Precinct,212 - Yorkshire (CD 10),558,674,2,1234,0
Precinct,213 - Saratoga (CD 1),240,423,2,665,0
Precinct,214 - Lucasville (CD 1),535,274,1,810,0
Precinct,215 - Rosa Parks (CD 11),358,604,0,962,0
Precinct,301 - Dumfries (CD 11),202,395,0,597,0
Precinct,302 - Potomac (CD 11),176,623,1,800,0
Precinct,303 - Graham Park (CD 11),174,353,0,527,0
Precinct,304 - Quantico (CD 1),82,52,0,134,0
Precinct,305 - Pattie (CD 1),522,551,1,1074,0
Precinct,306 - Washington-reid (CD 1),455,531,0,986,0
Precinct,307 - Henderson (CD 1),503,510,2,1015,0
Precinct,308 - Montclair (CD 1),380,369,1,750,0
Precinct,309 - Ashland (CD 1),461,491,0,952,0
Precinct,310 - Forest Park (CD 1),318,524,1,843,0
Precinct,311 - Swans Creek (CD 11),564,1354,1,1919,0
Precinct,312 - Triangle (CD 1),55,148,0,203,0
Precinct,312 - Triangle (CD 11),300,492,0,792,0
Precinct,313 - Cardinal (CD 1),311,549,1,861,0
Precinct,314 - Cabin Branch (CD 1),380,467,0,847,0
Precinct,315 - Williams (CD 11),90,387,0,477,0
Precinct,401 - Evergreen (CD 10),801,371,1,1173,0
Precinct,402 - Battlefield (CD 10),781,355,0,1136,0
Precinct,403 - Bull Run (CD 10),503,414,0,917,0
Precinct,404 - Ben Lomond (CD 1),305,485,1,791,0
Precinct,405 - Unity Braxton (CD 1),417,606,1,1024,0
Precinct,406 - Alvey (CD 10),220,114,0,334,0
Precinct,407 - Heritage Hunt (CD 10),692,394,1,1087,0
Precinct,408 - Sudley (CD 1),373,379,0,752,0
Precinct,409 - Tyler (CD 10),589,602,0,1191,0
Precinct,410 - Mountain View (CD 10),625,396,0,1021,0
Precinct,411 - Mullen (CD 1),320,630,1,951,0
Precinct,412 - Catharpin (CD 10),566,237,1,804,0
Precinct,413 - Reagan (CD 10),843,542,0,1385,0
Precinct,501 - Lake Ridge (CD 1),452,586,0,1038,0
Precinct,502 - Occoquan (CD 11),286,404,3,693,0
Precinct,503 - Old Bridge (CD 11),283,514,0,797,0
Precinct,504 - Rockledge (CD 11),319,432,1,752,0
Precinct,505 - Mohican (CD 1),509,647,0,1156,0
Precinct,506 - Bethel (CD 11),471,593,2,1066,0
Precinct,507 - Chinn (CD 11),378,546,1,925,0
Precinct,508 - Springwoods (CD 1),263,486,1,750,0
Precinct,509 - Mc Coart (CD 1),705,508,1,1214,0
Precinct,510 - Yates Ford (CD 10),574,361,2,937,0
Precinct,511 - Westridge (CD 1),568,689,0,1257,0
Precinct,512 - York (CD 11),227,656,1,884,0
Precinct,513 - Lynnwood (CD 11),469,512,1,982,0
Precinct,514 - Antietam (CD 11),500,731,2,1233,0
Precinct,601 - Dale (CD 11),213,527,4,744,0
Precinct,602 - Beville (CD 11),381,898,3,1282,0
Precinct,603 - Hampton (CD 11),159,499,0,658,0
Precinct,604 - Gideon (CD 11),237,489,1,727,0
Precinct,605 - Minnieville (CD 11),325,407,5,737,0
Precinct,606 - Bel Air (CD 11),337,421,3,761,0
Precinct,607 - Kerrydale (CD 11),352,682,0,1034,0
Precinct,608 - Enterprise (CD 11),313,539,1,853,0
Precinct,609 - King (CD 1),8,38,0,46,0
Precinct,609 - King (CD 11),446,721,2,1169,0
Precinct,610 - Fitzgerald (CD 11),343,716,2,1061,0
Precinct,611 - Neabsco (CD 11),252,471,2,725,0
Precinct,701 - Belmont (CD 11),448,531,0,979,0
Precinct,702 - Library (CD 11),255,651,1,907,0
Precinct,703 - Lynn (CD 11),124,317,0,441,0
Precinct,704 - Porter (CD 11),192,593,1,786,0
Precinct,705 - Potomac View (CD 11),270,309,1,580,0
Precinct,706 - Rippon (CD 11),378,591,0,969,0
Precinct,707 - Kilby (CD 11),293,442,1,736,0
Precinct,708 - River Oaks (CD 11),235,732,1,968,0
Precinct,709 - Freedom (CD 11),214,709,4,927,0
Precinct,710 - Powells Creek (CD 11),169,661,1,831,0
Precinct,711 - Grayson (CD 11),248,576,1,825,0
Precinct,712 - Leesylvania (CD 11),408,609,1,1018,0
Precinct,Ab - Central Absentee Precinct (CD 1),1918,5201,1,7120,0
Precinct,Ab - Central Absentee Precinct (CD 10),1014,2338,2,3354,0
Precinct,Ab - Central Absentee Precinct (CD 11),1332,5438,6,6776,0
Precinct,Provisional (CD 1),51,116,0,167,0
Precinct,Provisional (CD 10),17,29,0,46,0
Precinct,Provisional (CD 11),31,131,0,162,0
Locality,Pulaski County,9555,3393,8,12956,0
Precinct,##ev - Central Absentee Precinct,2137,1033,2,3172,0
Precinct,##pe - Central Absentee Precinct,5,11,1,17,0
Precinct,101 - Belspring,373,98,0,471,0
Precinct,102 - New River,816,342,2,1160,0
Precinct,103 - West Cloyd,497,112,0,609,0
Precinct,201 - Draper,636,114,0,750,0
Precinct,202 - South Pulaski,93,28,0,121,0
Precinct,203 - Newbern,841,224,0,1065,0
Precinct,301 - Dublin,788,154,0,942,0
Precinct,302 - Hiwassee,215,42,0,257,0
Precinct,304 - Snowville,554,97,1,652,0
Precinct,401 - Massie,905,173,1,1079,0
Precinct,402 - Walker,417,62,0,479,0
Precinct,501 - Robinson,909,239,0,1148,0
Precinct,Ab - Central Absentee Precinct,365,656,1,1022,0
Precinct,Provisional,4,8,0,12,0
Locality,Radford City,2226,1931,5,4162,0
Precinct,##ev - Central Absentee Precinct,615,676,0,1291,0
Precinct,##pe - Central Absentee Precinct,1,0,0,1,0
Precinct,1 - East Precinct,261,231,2,494,0
Precinct,2 - Central Precinct,469,320,0,789,0
Precinct,3 - West Precinct,598,306,2,906,0
Precinct,4 - New River Precinct,204,166,0,370,0
Precinct,Ab - Central Absentee Precinct,78,227,1,306,0
Precinct,Provisional,0,5,0,5,0
Locality,Rappahannock County,2456,1725,5,4186,0
Precinct,##ev - Central Absentee Precinct,353,440,0,793,0
Precinct,##pe - Central Absentee Precinct,1,8,0,9,0
Precinct,101 - Washington,371,204,0,575,0
Precinct,201 - Amissville,492,156,2,650,0
Precinct,301 - Sperryville,333,223,0,556,0
Precinct,401 - Scrabble,373,173,1,547,0
Precinct,501 - Chester Gap,251,48,0,299,0
Precinct,502 - Flint Hill,195,133,0,328,0
Precinct,Ab - Central Absentee Precinct,87,334,2,423,0
Precinct,Provisional,0,6,0,6,0
Locality,Richmond City,15723,63724,159,79606,0
Precinct,##ev - Central Absentee Precinct (CD 4),3419,16929,38,20386,0
Precinct,##pe - Central Absentee Precinct (CD 4),57,528,2,587,0
Precinct,101 - One Hundred One (CD 4),161,237,0,398,0
Precinct,102 - One Hundred Two (CD 4),328,316,0,644,0
Precinct,104 - One Hundred Four (CD 4),574,497,1,1072,0
Precinct,105 - One Hundred Five (CD 4),392,599,1,992,0
Precinct,106 - One Hundred Six (CD 4),674,340,1,1015,0
Precinct,111 - One Hundred Eleven (CD 4),371,520,2,893,0
Precinct,112 - One Hundred Twelve (CD 4),251,477,1,729,0
Precinct,113 - One Hundred Thirteen (CD 4),234,927,7,1168,0
Precinct,114 - One Hundred Fourteen (CD 4),290,1011,1,1302,0
Precinct,115 - One Hundred Fifteen (CD 4),372,424,0,796,0
Precinct,203 - Two Hundred Three (CD 4),174,384,2,560,0
Precinct,204 - Two Hundred Four (CD 4),230,859,5,1094,0
Precinct,206 - Two Hundred Six (CD 4),51,360,2,413,0
Precinct,207 - Two Hundred Seven (CD 4),249,934,1,1184,0
Precinct,208 - Two Hundred Eight (CD 4),234,808,3,1045,0
Precinct,213 - Two Hundred Thirteen (CD 4),79,961,4,1044,0
Precinct,214 - Two Hundred Fourteen (CD 4),56,404,2,462,0
Precinct,215 - Two Hundred Fifteen (CD 4),230,580,1,811,0
Precinct,301 - Three Hundred One (CD 4),31,320,0,351,0
Precinct,302 - Three Hundred Two (CD 4),107,357,0,464,0
Precinct,303 - Three Hundred Three (CD 4),42,431,1,474,0
Precinct,304 - Three Hundred Four (CD 4),44,628,3,675,0
Precinct,305 - Three Hundred Five (CD 4),85,599,0,684,0
Precinct,306 - Three Hundred Six (CD 4),40,384,2,426,0
Precinct,307 - Three Hundred Seven (CD 4),177,433,1,611,0
Precinct,308 - Three Hundred Eight (CD 4),187,525,0,712,0
Precinct,309 - Three Hundred Nine (CD 4),155,312,0,467,0
Precinct,310 - Three Hundred Ten (CD 4),8,129,0,137,0
Precinct,402 - Four Hundred Two (CD 4),402,1153,4,1559,0
Precinct,404 - Four Hundred Four (CD 4),259,829,1,1089,0
Precinct,409 - Four Hundred Nine (CD 4),452,544,0,996,0
Precinct,410 - Four Hundred Ten (CD 4),285,614,1,900,0
Precinct,412 - Four Hundred Twelve (CD 4),175,673,1,849,0
Precinct,413 - Four Hundred Thirteen (CD 4),298,601,3,902,0
Precinct,414 - Four Hundred Fourteen (CD 4),448,633,3,1084,0
Precinct,415 - Four Hundred Fifteen (CD 4),346,480,0,826,0
Precinct,501 - Five Hundred One (CD 4),189,996,4,1189,0
Precinct,503 - Five Hundred Three (CD 4),130,958,4,1092,0
Precinct,504 - Five Hundred Four (CD 4),168,1112,1,1281,0
Precinct,505 - Five Hundred Five (CD 4),82,507,3,592,0
Precinct,508 - Five Hundred Eight (CD 4),106,545,1,652,0
Precinct,509 - Five Hundred Nine (CD 4),52,519,1,572,0
Precinct,510 - Five Hundred Ten (CD 4),91,745,3,839,0
Precinct,602 - Six Hundred Two (CD 4),20,304,3,327,0
Precinct,603 - Six Hundred Three (CD 4),56,631,0,687,0
Precinct,604 - Six Hundred Four (CD 4),44,462,3,509,0
Precinct,606 - Six Hundred Six (CD 4),49,663,1,713,0
Precinct,607 - Six Hundred Seven (CD 4),143,650,3,796,0
Precinct,609 - Six Hundred Nine (CD 4),194,1059,2,1255,0
