,,Winsome Earle Sears,Hala Sophia Ayala,Write-Ins,Total Votes Cast,Undervotes
Precinct,311 - Newmarket (CD 3),324,670,1,995,0
Precinct,312 - Newsome Park (CD 3),7,121,1,129,0
Precinct,313 - Reed (CD 3),43,501,2,546,0
Precinct,314 - River (CD 3),261,272,2,535,0
Precinct,315 - Sedgefield (CD 3),457,396,0,853,0
Precinct,316 - South Morrison (CD 3),363,501,3,867,0
Precinct,317 - Washington (CD 3),15,166,0,181,0
Precinct,318 - Wilson (CD 3),60,333,0,393,0
Precinct,319 - Saunders (CD 3),653,600,1,1254,0
Precinct,320 - Watkins (CD 3),998,715,2,1715,0
Precinct,Ab - Central Absentee Precinct (CD 2),17,18,0,35,0
Precinct,Ab - Central Absentee Precinct (CD 3),920,4189,8,5117,0
Precinct,Provisional (CD 2),0,0,0,0,0
Precinct,Provisional (CD 3),40,73,0,113,0
Locality,Norfolk City,19294,40388,93,59775,0
Precinct,##ev - Central Absentee Precinct (CD 2),1695,2547,5,4247,0
Precinct,##ev - Central Absentee Precinct (CD 3),1673,6467,12,8152,0
Precinct,##pe - Central Absentee Precinct (CD 2),24,91,0,115,0
Precinct,##pe - Central Absentee Precinct (CD 3),33,166,1,200,0
Precinct,101 - Granby (CD 3),421,709,4,1134,0
Precinct,102 - Ocean View School (CD 2),305,224,1,530,0
Precinct,103 - Northside (CD 2),486,407,2,895,0
Precinct,104 - Titustown (CD 3),2,20,0,22,0
Precinct,104 - Titustown (CD 2),65,321,0,386,0
Precinct,106 - Second Presbyterian (CD 2),443,590,1,1034,0
Precinct,201 - Larchmont School (CD 3),389,556,0,945,0
Precinct,203 - Ghent Square (CD 3),181,344,0,525,0
Precinct,207 - Lambert's Point (CD 3),124,609,4,737,0
Precinct,208 - Larchmont Library (CD 3),374,401,0,775,0
Precinct,210 - Maury (CD 3),282,666,3,951,0
Precinct,211 - Chrysler Museum (CD 3),465,721,4,1190,0
Precinct,212 - Park Place (CD 3),65,517,2,584,0
Precinct,213 - Taylor Elementary School (CD 3),304,893,2,1199,0
Precinct,214 - Stuart (CD 3),325,803,4,1132,0
Precinct,215 - Suburban Park (CD 2),438,460,2,900,0
Precinct,217 - Wesley (CD 2),293,414,2,709,0
Precinct,218 - Willard (CD 3),653,706,1,1360,0
Precinct,301 - Ballentine (CD 3),148,555,2,705,0
Precinct,302 - Tanners Creek (CD 3),124,361,2,487,0
Precinct,303 - Broad Creek (CD 3),75,707,1,783,0
Precinct,304 - Coleman Place School (CD 3),117,343,0,460,0
Precinct,305 - Lafayette-winona (CD 3),153,485,1,639,0
Precinct,306 - Lindenwood (CD 3),78,447,1,526,0
Precinct,309 - Norview (CD 3),336,835,3,1174,0
Precinct,310 - Rosemont (CD 3),98,987,0,1085,0
Precinct,311 - Sherwood (CD 3),540,807,3,1350,0
Precinct,313 - Union Chapel (CD 3),27,329,0,356,0
Precinct,402 - Berkley (CD 3),30,560,2,592,0
Precinct,404 - Campostella (CD 3),45,546,1,592,0
Precinct,405 - Chesterfield (CD 3),57,560,1,618,0
Precinct,406 - Barron Black (CD 2),333,350,0,683,0
Precinct,408 - Easton (CD 3),482,423,0,905,0
Precinct,409 - Fairlawn (CD 3),336,341,1,678,0
Precinct,411 - Ruffner Academy (CD 3),22,274,0,296,0
Precinct,412 - Ingleside (CD 3),141,601,1,743,0
Precinct,413 - Poplar Halls (CD 3),219,728,1,948,0
Precinct,414 - Young Park (CD 3),51,458,1,510,0
Precinct,415 - Lake Taylor High School (CD 3),306,376,0,682,0
Precinct,501 - Bayview (CD 2),610,460,0,1070,0
Precinct,503 - East Ocean View (CD 2),635,512,3,1150,0
Precinct,504 - Larrymore (CD 2),435,480,2,917,0
Precinct,505 - Little Creek (CD 2),440,312,2,754,0
Precinct,506 - Ocean View Center (CD 2),446,570,1,1017,0
Precinct,507 - Pretlow (CD 2),437,431,2,870,0
Precinct,509 - Tarrallton (CD 2),730,390,0,1120,0
Precinct,510 - Third Presbyterian (CD 2),780,464,3,1247,0
Precinct,511 - Crossroads (CD 2),546,492,0,1038,0
Precinct,512 - Azalea Gardens (CD 2),351,311,0,662,0
Precinct,Ab - Central Absentee Precinct (CD 2),451,1698,1,2150,0
Precinct,Ab - Central Absentee Precinct (CD 3),643,4411,8,5062,0
Precinct,Provisional (CD 2),13,30,0,43,0
Precinct,Provisional (CD 3),19,122,0,141,0
Locality,Northampton County,2671,2552,2,5225,0
Precinct,##ev - Central Absentee Precinct,785,920,2,1707,0
Precinct,##pe - Central Absentee Precinct,5,7,0,12,0
Precinct,101 - Precinct 1-1,521,297,0,818,0
Precinct,201 - Precinct 2-1,235,258,0,493,0
Precinct,301 - Precinct 3-1,197,284,0,481,0
Precinct,401 - Precinct 4-1,366,192,0,558,0
Precinct,501 - Precinct 5-1,419,225,0,644,0
Precinct,Ab - Central Absentee Precinct,143,365,0,508,0
Precinct,Provisional,0,4,0,4,0
Locality,Northumberland County,4136,2340,6,6482,0
Precinct,##ev - Central Absentee Precinct,1300,988,2,2290,0
Precinct,##pe - Central Absentee Precinct,3,0,0,3,0
Precinct,101 - 1a,447,161,1,609,0
Precinct,201 - 2a,552,177,1,730,0
Precinct,301 - 3a,190,270,1,461,0
Precinct,401 - 4a,766,263,0,1029,0
Precinct,501 - 5a,762,212,1,975,0
Precinct,Ab - Central Absentee Precinct,113,262,0,375,0
Precinct,Provisional,3,7,0,10,0
Locality,Norton City,860,325,4,1189,0
Precinct,##ev - Central Absentee Precinct,330,130,1,461,0
Precinct,##pe - Central Absentee Precinct,0,0,0,0,0
Precinct,1 - East Ward,511,142,3,656,0
Precinct,AB - Central Absentee Precinct,18,53,0,71,0
Precinct,Provisional,1,0,0,1,0
Locality,Nottoway County,3490,1896,6,5392,0
Precinct,##ev - Central Absentee Precinct,994,662,3,1659,0
Precinct,##pe - Central Absentee Precinct,1,6,0,7,0
Precinct,101 - Precinct 1-1,322,106,1,429,0
Precinct,102 - Precinct 1-2,241,85,0,326,0
Precinct,201 - Precinct 2-1,374,144,1,519,0
Precinct,202 - Precinct 2-2,199,51,0,250,0
Precinct,301 - Precinct 3-1,168,152,1,321,0
Precinct,302 - Precinct 3-2,191,58,0,249,0
Precinct,401 - Precinct 4-1,94,179,0,273,0
Precinct,402 - Precinct 4-2,374,87,0,461,0
Precinct,501 - Precinct 5-1,427,210,0,637,0
Precinct,Ab - Central Absentee Precinct,105,156,0,261,0
Precinct,Provisional,0,0,0,0,0
Locality,Orange County,10630,5398,18,16046,0
Precinct,##ev - Central Absentee Precinct,1725,1335,5,3065,0
Precinct,##pe - Central Absentee Precinct,11,40,0,51,0
Precinct,101 - One West,873,351,2,1226,0
Precinct,102 - One East,763,356,0,1119,0
Precinct,201 - Two West,946,191,2,1139,0
Precinct,202 - Two East,915,200,1,1116,0
Precinct,301 - Three West,707,364,1,1072,0
Precinct,302 - Three East,349,96,0,445,0
Precinct,401 - Four West,1106,211,0,1317,0
Precinct,402 - Four East,899,444,1,1344,0
Precinct,501 - Five South,937,497,1,1435,0
Precinct,502 - Five North,1036,562,5,1603,0
Precinct,Ab - Central Absentee Precinct,354,739,0,1093,0
Precinct,Provisional,9,12,0,21,0
Locality,Page County,7480,2045,11,9536,0
Precinct,##ev - Central Absentee Precinct,1227,795,3,2025,0
Precinct,##pe - Central Absentee Precinct,2,3,0,5,0
Precinct,101 - West Luray,947,206,2,1155,0
Precinct,201 - East Luray,1080,244,0,1324,0
Precinct,301 - Marksville,1451,179,3,1633,0
Precinct,401 - Newport,1113,121,0,1234,0
Precinct,501 - Shenandoah,1427,173,3,1603,0
Precinct,Ab - Central Absentee Precinct,226,322,0,548,0
Precinct,Provisional,7,2,0,9,0
Locality,Patrick County,5889,1293,4,7186,0
Precinct,##ev - Central Absentee Precinct,1031,279,0,1310,0
Precinct,##pe - Central Absentee Precinct,3,6,0,9,0
Precinct,101 - Ararat,320,60,0,380,0
Precinct,102 - Claudville,316,45,0,361,0
Precinct,103 - Willis Gap,362,48,0,410,0
Precinct,201 - Dry Pond,198,24,0,222,0
Precinct,202 - Patrick Springs,454,74,1,529,0
Precinct,203 - Russell Creek,364,69,0,433,0
Precinct,301 - Critz/stella,516,107,0,623,0
Precinct,302 - Liberty,381,44,0,425,0
Precinct,401 - Meadows Of Dan,412,112,1,525,0
Precinct,402 - Stuart Fairgrounds,360,65,0,425,0
Precinct,501 - Stuart Community,188,31,0,219,0
Precinct,502 - Elamsville,341,64,1,406,0
Precinct,503 - Woolwine,461,55,0,516,0
Precinct,Ab - Central Absentee Precinct,182,208,1,391,0
Precinct,Provisional,0,2,0,2,0
Locality,Petersburg City,1272,7592,20,8884,0
Precinct,##ev - Central Absentee Precinct,404,2271,3,2678,0
Precinct,##pe - Central Absentee Precinct,2,44,0,46,0
Precinct,101 - First Ward First Precinct,91,417,2,510,0
Precinct,201 - Second Ward First Precinct,105,832,1,938,0
Precinct,301 - Third Ward First Precinct,242,745,5,992,0
Precinct,401 - Fourth Ward First Precinct,144,473,0,617,0
Precinct,501 - Fifth Ward First Precinct,58,485,1,544,0
Precinct,601 - Sixth Ward First Precinct,39,414,2,455,0
Precinct,701 - Seventh Ward First Precinct,80,642,3,725,0
Precinct,Ab - Central Absentee Precinct,102,1253,3,1358,0
Precinct,Provisional,5,16,0,21,0
Locality,Pittsylvania County,19396,6428,15,25839,0
Precinct,##ev - Central Absentee Precinct,2757,1012,2,3771,0
Precinct,##pe - Central Absentee Precinct,28,29,0,57,0
Precinct,103 - Twin Springs,1493,215,0,1708,0
Precinct,105 - Chatham,334,90,0,424,0
Precinct,106 - Tunstall,595,111,1,707,0
Precinct,108 - West Blairs,334,91,0,425,0
Precinct,201 - Callands,578,107,0,685,0
Precinct,202- Bearskin,134,49,0,183,0
Precinct,204 - Sandy Level,382,86,0,468,0
Precinct,206 - Climax,390,71,0,461,0
Precinct,207 - Gretna,898,207,2,1107,0
Precinct,301 - Central,191,209,0,400,0
Precinct,305 - Riceville,255,216,0,471,0
Precinct,307 - East Blairs,182,368,0,550,0
Precinct,308 - Mt Airy,155,139,0,294,0
Precinct,309 - East Gretna,204,128,1,333,0
Precinct,402 - Keeling,607,79,0,686,0
Precinct,404 - Kentuck,1054,201,1,1256,0
Precinct,405 - Ringgold,1074,266,0,1340,0
Precinct,501 - Hurt,770,254,0,1024,0
Precinct,502 - Motley Sycamore,910,239,3,1152,0
Precinct,503 - Renan,498,120,0,618,0
Precinct,603 - Stony Mill,688,150,0,838,0
Precinct,604 - Swansonville,503,163,1,667,0
Precinct,605 - Whitmell,546,117,1,664,0
Precinct,606 - Brosville,419,263,0,682,0
Precinct,607 - Dry Fork,269,55,0,324,0
Precinct,702 - Bachelors Hall,873,118,0,991,0
Precinct,703 - Ferry Road,164,46,0,210,0
Precinct,704 - Mt Hermon,957,274,1,1232,0
Precinct,705 - Mt Cross,603,105,0,708,0
Precinct,Ab - Central Absentee Precinct,537,845,2,1384,0
Precinct,Provisional,14,5,0,19,0
Locality,Poquoson City,4898,1356,10,6264,0
Precinct,##ev - Central Absentee Precinct,1611,603,2,2216,0
Precinct,##pe - Central Absentee Precinct,0,7,0,7,0
Precinct,1 - Central,968,181,3,1152,0
Precinct,2 - Eastern,1126,216,5,1347,0
Precinct,3 - Western,1107,215,0,1322,0
Precinct,Ab - Central Absentee Precinct,85,133,0,218,0
Precinct,Provisional,1,1,0,2,0
Locality,Portsmouth City,10177,19401,31,29609,0
Precinct,##ev - Central Absentee Precinct,1067,3716,4,4787,0
Precinct,##pe - Central Absentee Precinct,27,92,0,119,0
Precinct,1 - Emanuel A. M. E. Church,242,510,0,752,0
Precinct,5 - Hampton Roads Community Health Center,35,352,0,387,0
Precinct,7- Park View Elementary School,148,371,0,519,0
Precinct,9 - Third Baptist Church,137,494,2,633,0
Precinct,10 - Port Norfolk Recreation Center,195,229,0,424,0
Precinct,11 - Joseph E. Parker Recreation Center,23,383,1,407,0
Precinct,13 - St. Mark Missionary Baptist Church,24,188,0,212,0
Precinct,14 - Brighton Elementary School,38,450,0,488,0
Precinct,16 - Cradock Middle School,199,343,2,544,0
Precinct,17 - Victory Life Fellowship,271,395,0,666,0
Precinct,19 - Victory Elementary School,213,197,0,410,0
Precinct,20 - Noble Street Baptist Church,182,455,1,638,0
Precinct,21 - John F. Kennedy Community Center,20,331,0,351,0
Precinct,22 - St. Mark Deliverance Center,330,304,1,635,0
Precinct,23 - Westhaven Baptist Church,489,228,0,717,0
Precinct,24 - The Senior Station,231,292,1,524,0
Precinct,25 - Waterview Elementary School,425,409,0,834,0
Precinct,26 - William E. Waters Middle School,45,579,1,625,0
Precinct,27 - Cavalier Manor Recreation Center,46,527,1,574,0
Precinct,28 - Lakeview Elementary School,57,793,2,852,0
Precinct,29 - Manor High School,414,155,1,570,0
Precinct,30 - The Rescue Church,530,189,0,719,0
Precinct,31 - West Park Church Of Christ,463,487,3,953,0
Precinct,32 - Hodges Manor Elementary School,438,245,0,683,0
Precinct,33- Pinecrest Baptist Church,506,166,1,673,0
Precinct,34- Churchland Branch Library,509,297,1,807,0
Precinct,35 - Churchland Elementary School,577,372,0,949,0
Precinct,36 - Churchland High School,771,683,3,1457,0
Precinct,37 - Churchland Middle School,444,655,3,1102,0
Precinct,38 - Grove Baptist Church,193,744,0,937,0
Precinct,39 - Churchland Primary And Intermediate School,386,819,2,1207,0
Precinct,Ab - Central Absentee Precinct,487,2883,1,3371,0
Precinct,Provisional,15,68,0,83,0
Locality,Powhatan County,12529,3779,15,16323,0
Precinct,##ev - Central Absentee Precinct,3639,1288,3,4930,0
Precinct,##pe - Central Absentee Precinct,7,6,0,13,0
Precinct,101 - Subletts,868,224,1,1093,0
Precinct,102 - Manakin,672,212,1,885,0
Precinct,103 - Flat Rock,566,126,1,693,0
Precinct,201 - Powhatan Station,841,132,1,974,0
Precinct,202 - Graceland,1074,232,0,1306,0
Precinct,301 - Bethesda,696,175,0,871,0
Precinct,302 - Lee's Landing,773,204,1,978,0
Precinct,401 - Powhatan Courthouse,1108,174,2,1284,0
Precinct,402 - Mt Zion,511,94,0,605,0
Precinct,501 - Smith Cross Roads,617,217,1,835,0
Precinct,502 - Pineville,423,181,2,606,0
Precinct,503 - Tobaccoville,444,71,0,515,0
Precinct,AB - Central Absentee Precinct,288,438,2,728,0
Precinct,Provisional,2,5,0,7,0
Locality,Prince Edward County,3861,3209,9,7079,0
Precinct,##ev - Central Absentee Precinct,732,704,1,1437,0
Precinct,##pe - Central Absentee Precinct,5,7,0,12,0
Precinct,101 - Farmville,305,270,2,577,0
Precinct,201 - Lockett,526,278,2,806,0
Precinct,301 - Leigh,312,201,0,513,0
Precinct,302 - Mt Pleasant,164,141,2,307,0
Precinct,401 - Hampden,367,225,0,592,0
Precinct,501 - Darlington Hts,336,136,0,472,0
Precinct,502 - Buffalo Hts,158,70,0,228,0
Precinct,601 - Prospect,452,330,1,783,0
Precinct,701 - West End,260,236,0,496,0
Precinct,801 - Center,78,152,0,230,0
Precinct,Ab - Central Absentee Precinct,165,450,1,616,0
Precinct,Provisional,1,9,0,10,0
Locality,Prince George County,8544,4613,8,13165,0
Precinct,##ev - Central Absentee Precinct (CD 4),2508,1496,2,4006,0
Precinct,##pe - Central Absentee Precinct (CD 4),22,19,1,42,0
Precinct,101 - Richard Bland (CD 4),433,173,0,606,0
Precinct,102 - Templeton (CD 4),1369,292,0,1661,0
Precinct,103 - Union Branch (CD 4),665,329,1,995,0
Precinct,104 - Rives (CD 4),322,266,0,588,0
Precinct,105 - Harrison (CD 4),359,49,1,409,0
Precinct,201 - Bland (CD 4),771,301,1,1073,0
Precinct,202 - Black Water (CD 4),705,263,1,969,0
Precinct,203 - Brandon (CD 4),352,106,0,458,0
Precinct,204 - Courts Bldg (CD 4),544,449,0,993,0
Precinct,205 - Jefferson Park (CD 4),269,396,0,665,0
Precinct,Ab - Central Absentee Precinct (CD 4),225,474,1,700,0
Precinct,Provisional (CD 4),0,0,0,0,0
Locality,Prince William County,64250,88335,165,152750,0
Precinct,##ev - Central Absentee Precinct (CD 1),7609,9797,15,17421,0
Precinct,##ev - Central Absentee Precinct (CD 10),6052,5797,10,11859,0
Precinct,##ev - Central Absentee Precinct (CD 11),3586,9781,16,13383,0
Precinct,##pe - Central Absentee Precinct (CD 1),100,260,0,360,0
Precinct,##pe - Central Absentee Precinct (CD 10),42,85,1,128,0
Precinct,##pe - Central Absentee Precinct (CD 11),62,247,0,309,0
Precinct,101 - Brentsville (CD 1),1004,301,2,1307,0
Precinct,102 - Cedar Point (CD 1),890,790,2,1682,0
Precinct,103 - Glenkirk (CD 1),663,549,4,1216,0
Precinct,104 - Nokesville (CD 1),968,473,0,1441,0
Precinct,105 - Limestone (CD 1),885,749,0,1634,0
Precinct,106 - Westgate (CD 1),236,361,1,598,0
Precinct,107 - Marsteller (CD 1),820,812,0,1632,0
Precinct,108 - Victory (CD 1),853,958,2,1813,0
Precinct,109 - Chris Yung (CD 1),701,691,4,1396,0
Precinct,110 - Buckland Mills (CD 10),323,307,2,632,0
Precinct,110 - Buckland Mills (CD 1),188,131,0,319,0
Precinct,111 - Bristow Run (CD 1),380,327,0,707,0
Precinct,112 - Burke-nickens (CD 10),707,626,0,1333,0
Precinct,112 - Burke-nickens (CD 1),57,63,0,120,0
Precinct,114 - Piney Branch (CD 1),625,489,1,1115,0
Precinct,201 - Saunders (CD 11),369,576,0,945,0
Precinct,202 - Marshall (CD 1),744,527,2,1273,0
Precinct,203 - Bennett (CD 1),677,523,1,1201,0
Precinct,204 - Ellis (CD 1),444,401,2,847,0
Precinct,205 - Buckhall (CD 10),717,602,0,1319,0
Precinct,206 - Coles (CD 1),651,378,0,1029,0
Precinct,207 - Spriggs (CD 1),621,737,4,1362,0
Precinct,208 - Hylton (CD 1),632,358,2,992,0
Precinct,209 - Independent Hill (CD 1),642,279,2,923,0
Precinct,210 - Penn (CD 11),38,65,0,103,0
Precinct,210 - Penn (CD 1),633,396,3,1032,0
Precinct,211 - Signal Hill (CD 10),621,553,0,1174,0
Precinct,212 - Yorkshire (CD 10),550,680,2,1232,0
Precinct,213 - Saratoga (CD 1),248,416,3,667,0
Precinct,214 - Lucasville (CD 1),535,277,1,813,0
Precinct,215 - Rosa Parks (CD 11),362,599,0,961,0
Precinct,301 - Dumfries (CD 11),211,395,0,606,0
Precinct,302 - Potomac (CD 11),172,626,1,799,0
Precinct,303 - Graham Park (CD 11),170,357,0,527,0
Precinct,304 - Quantico (CD 1),81,54,0,135,0
Precinct,305 - Pattie (CD 1),524,547,0,1071,0
Precinct,306 - Washington-reid (CD 1),452,534,0,986,0
Precinct,307 - Henderson (CD 1),502,508,1,1011,0
Precinct,308 - Montclair (CD 1),374,378,1,753,0
Precinct,309 - Ashland (CD 1),468,483,0,951,0
Precinct,310 - Forest Park (CD 1),318,523,1,842,0
Precinct,311 - Swans Creek (CD 11),561,1357,2,1920,0
Precinct,312 - Triangle (CD 1),56,147,0,203,0
Precinct,312 - Triangle (CD 11),307,485,0,792,0
Precinct,313 - Cardinal (CD 1),320,541,1,862,0
Precinct,314 - Cabin Branch (CD 1),381,467,1,849,0
Precinct,315 - Williams (CD 11),93,382,1,476,0
Precinct,401 - Evergreen (CD 10),811,364,1,1176,0
Precinct,402 - Battlefield (CD 10),788,344,1,1133,0
Precinct,403 - Bull Run (CD 10),495,421,0,916,0
Precinct,404 - Ben Lomond (CD 1),314,476,1,791,0
Precinct,405 - Unity Braxton (CD 1),418,605,2,1025,0
Precinct,406 - Alvey (CD 10),219,115,0,334,0
Precinct,407 - Heritage Hunt (CD 10),697,386,3,1086,0
Precinct,408 - Sudley (CD 1),376,375,1,752,0
Precinct,409 - Tyler (CD 10),596,595,0,1191,0
Precinct,410 - Mountain View (CD 10),634,387,0,1021,0
Precinct,411 - Mullen (CD 1),333,618,0,951,0
Precinct,412 - Catharpin (CD 10),569,235,1,805,0
Precinct,413 - Reagan (CD 10),844,542,1,1387,0
Precinct,501 - Lake Ridge (CD 1),439,600,0,1039,0
Precinct,502 - Occoquan (CD 11),282,411,2,695,0
Precinct,503 - Old Bridge (CD 11),280,516,0,796,0
Precinct,504 - Rockledge (CD 11),318,431,2,751,0
Precinct,505 - Mohican (CD 1),504,654,2,1160,0
Precinct,506 - Bethel (CD 11),475,583,0,1058,0
Precinct,507 - Chinn (CD 11),375,551,2,928,0
Precinct,508 - Springwoods (CD 1),263,486,1,750,0
Precinct,509 - Mc Coart (CD 1),703,514,0,1217,0
Precinct,510 - Yates Ford (CD 10),578,357,2,937,0
Precinct,511 - Westridge (CD 1),555,702,2,1259,0
Precinct,512 - York (CD 11),229,658,1,888,0
Precinct,513 - Lynnwood (CD 11),455,529,1,985,0
Precinct,514 - Antietam (CD 11),499,736,1,1236,0
Precinct,601 - Dale (CD 11),210,536,2,748,0
Precinct,602 - Beville (CD 11),388,897,2,1287,0
Precinct,603 - Hampton (CD 11),165,498,0,663,0
Precinct,604 - Gideon (CD 11),234,492,0,726,0
Precinct,605 - Minnieville (CD 11),325,405,5,735,0
Precinct,606 - Bel Air (CD 11),336,424,3,763,0
Precinct,607 - Kerrydale (CD 11),348,680,1,1029,0
Precinct,608 - Enterprise (CD 11),316,540,2,858,0
Precinct,609 - King (CD 1),9,37,0,46,0
Precinct,609 - King (CD 11),442,726,3,1171,0
Precinct,610 - Fitzgerald (CD 11),342,716,2,1060,0
Precinct,611 - Neabsco (CD 11),250,474,3,727,0
Precinct,701 - Belmont (CD 11),451,527,0,978,0
Precinct,702 - Library (CD 11),247,662,2,911,0
Precinct,703 - Lynn (CD 11),124,319,0,443,0
Precinct,704 - Porter (CD 11),195,593,0,788,0
Precinct,705 - Potomac View (CD 11),269,311,0,580,0
Precinct,706 - Rippon (CD 11),379,591,1,971,0
Precinct,707 - Kilby (CD 11),287,451,0,738,0
Precinct,708 - River Oaks (CD 11),239,729,1,969,0
Precinct,709 - Freedom (CD 11),209,716,3,928,0
Precinct,710 - Powells Creek (CD 11),164,666,1,831,0
Precinct,711 - Grayson (CD 11),253,573,0,826,0
Precinct,712 - Leesylvania (CD 11),411,603,1,1015,0
Precinct,Ab - Central Absentee Precinct (CD 1),1943,5164,5,7112,0
Precinct,Ab - Central Absentee Precinct (CD 10),1027,2329,1,3357,0
Precinct,Ab - Central Absentee Precinct (CD 11),1311,5463,9,6783,0
Precinct,Provisional (CD 1),54,118,0,172,0
Precinct,Provisional (CD 10),16,30,0,46,0
Precinct,Provisional (CD 11),32,129,0,161,0
Locality,Pulaski County,9514,3419,12,12945,0
Precinct,##ev - Central Absentee Precinct,2138,1021,6,3165,0
Precinct,##pe - Central Absentee Precinct,4,14,0,18,0
Precinct,101 - Belspring,364,102,0,466,0
Precinct,102 - New River,822,341,2,1165,0
Precinct,103 - West Cloyd,497,112,0,609,0
Precinct,201 - Draper,628,119,0,747,0
Precinct,202 - South Pulaski,91,28,1,120,0
Precinct,203 - Newbern,829,237,0,1066,0
Precinct,301 - Dublin,794,152,0,946,0
Precinct,302 - Hiwassee,215,41,1,257,0
Precinct,304 - Snowville,553,98,1,652,0
Precinct,401 - Massie,892,185,1,1078,0
Precinct,402 - Walker,415,64,0,479,0
Precinct,501 - Robinson,904,244,0,1148,0
Precinct,Ab - Central Absentee Precinct,365,652,0,1017,0
Precinct,Provisional,3,9,0,12,0
Locality,Radford City,2234,1923,12,4169,0
Precinct,##ev - Central Absentee Precinct,609,679,4,1292,0
Precinct,##pe - Central Absentee Precinct,1,0,0,1,0
Precinct,1 - East Precinct,271,223,3,497,0
Precinct,2 - Central Precinct,469,323,0,792,0
Precinct,3 - West Precinct,602,299,3,904,0
Precinct,4 - New River Precinct,207,162,1,370,0
Precinct,Ab - Central Absentee Precinct,75,232,1,308,0
Precinct,Provisional,0,5,0,5,0
Locality,Rappahannock County,2463,1721,2,4186,0
Precinct,##ev - Central Absentee Precinct,351,438,0,789,0
Precinct,##pe - Central Absentee Precinct,1,8,0,9,0
Precinct,101 - Washington,367,208,0,575,0
Precinct,201 - Amissville,496,154,1,651,0
Precinct,301 - Sperryville,336,218,0,554,0
Precinct,401 - Scrabble,374,173,0,547,0
Precinct,501 - Chester Gap,251,47,0,298,0
Precinct,502 - Flint Hill,200,131,0,331,0
Precinct,Ab - Central Absentee Precinct,87,338,1,426,0
Precinct,Provisional,0,6,0,6,0
Locality,Richmond City,16246,63199,157,79602,0
Precinct,##ev - Central Absentee Precinct (CD 4),3527,16817,29,20373,0
Precinct,##pe - Central Absentee Precinct (CD 4),66,519,3,588,0
Precinct,101 - One Hundred One (CD 4),164,231,2,397,0
Precinct,102 - One Hundred Two (CD 4),339,306,0,645,0
Precinct,104 - One Hundred Four (CD 4),586,479,1,1066,0
Precinct,105 - One Hundred Five (CD 4),406,585,2,993,0
Precinct,106 - One Hundred Six (CD 4),686,326,1,1013,0
Precinct,111 - One Hundred Eleven (CD 4),372,517,2,891,0
Precinct,112 - One Hundred Twelve (CD 4),261,467,1,729,0
Precinct,113 - One Hundred Thirteen (CD 4),250,912,7,1169,0
Precinct,114 - One Hundred Fourteen (CD 4),294,1014,3,1311,0
Precinct,115 - One Hundred Fifteen (CD 4),378,417,0,795,0
Precinct,203 - Two Hundred Three (CD 4),173,383,2,558,0
Precinct,204 - Two Hundred Four (CD 4),236,855,7,1098,0
Precinct,206 - Two Hundred Six (CD 4),49,362,1,412,0
Precinct,207 - Two Hundred Seven (CD 4),262,916,5,1183,0
Precinct,208 - Two Hundred Eight (CD 4),243,801,2,1046,0
Precinct,213 - Two Hundred Thirteen (CD 4),73,968,4,1045,0
Precinct,214 - Two Hundred Fourteen (CD 4),61,399,2,462,0
Precinct,215 - Two Hundred Fifteen (CD 4),237,575,2,814,0
Precinct,301 - Three Hundred One (CD 4),36,316,0,352,0
Precinct,302 - Three Hundred Two (CD 4),103,359,1,463,0
Precinct,303 - Three Hundred Three (CD 4),44,427,3,474,0
Precinct,304 - Three Hundred Four (CD 4),51,622,2,675,0
Precinct,305 - Three Hundred Five (CD 4),86,598,1,685,0
Precinct,306 - Three Hundred Six (CD 4),46,378,2,426,0
Precinct,307 - Three Hundred Seven (CD 4),185,426,1,612,0
Precinct,308 - Three Hundred Eight (CD 4),185,523,0,708,0
Precinct,309 - Three Hundred Nine (CD 4),158,310,0,468,0
Precinct,310 - Three Hundred Ten (CD 4),5,132,0,137,0
Precinct,402 - Four Hundred Two (CD 4),406,1143,5,1554,0
Precinct,404 - Four Hundred Four (CD 4),263,825,1,1089,0
Precinct,409 - Four Hundred Nine (CD 4),444,549,1,994,0
Precinct,410 - Four Hundred Ten (CD 4),283,610,1,894,0
Precinct,412 - Four Hundred Twelve (CD 4),181,669,1,851,0
Precinct,413 - Four Hundred Thirteen (CD 4),289,602,4,895,0
Precinct,414 - Four Hundred Fourteen (CD 4),446,632,2,1080,0
Precinct,415 - Four Hundred Fifteen (CD 4),352,477,0,829,0
Precinct,501 - Five Hundred One (CD 4),201,985,3,1189,0
Precinct,503 - Five Hundred Three (CD 4),142,946,3,1091,0
Precinct,504 - Five Hundred Four (CD 4),183,1098,0,1281,0
Precinct,505 - Five Hundred Five (CD 4),85,506,4,595,0
Precinct,508 - Five Hundred Eight (CD 4),110,539,3,652,0
Precinct,509 - Five Hundred Nine (CD 4),70,505,0,575,0
Precinct,510 - Five Hundred Ten (CD 4),104,740,3,847,0
Precinct,602 - Six Hundred Two (CD 4),19,310,2,331,0
Precinct,603 - Six Hundred Three (CD 4),57,632,1,690,0
Precinct,604 - Six Hundred Four (CD 4),47,462,5,514,0
Precinct,606 - Six Hundred Six (CD 4),56,654,0,710,0
Precinct,607 - Six Hundred Seven (CD 4),141,657,1,799,0
Precinct,609 - Six Hundred Nine (CD 4),194,1058,3,1255,0
