,,Justin Edward Fairfax,Jill Holtzman Vogel,Write-Ins,Total Votes Cast,Undervotes
Precinct,401 - Hampden,269,297,0,566,0
Precinct,501 - Darlington Hts,147,255,0,402,0
Precinct,502 - Buffalo Hts,88,159,0,247,0
Precinct,601 - Prospect,425,364,0,789,0
Precinct,701 - West End,365,308,2,675,0
Precinct,801 - Center,224,87,0,311,0
Precinct,Ab - Central Absentee Precinct,149,188,4,341,0
Precinct,Provisional,0,1,0,1,0
Locality,Prince George County,4058,6178,6,10242,0
Precinct,101 - Richard Bland (CD 4),225,467,0,692,0
Precinct,102 - Templeton (CD 4),408,1263,1,1672,0
Precinct,103 - Union Branch (CD 4),457,610,2,1069,0
Precinct,104 - Rives (CD 4),394,292,1,687,0
Precinct,105 - Harrison (CD 4),80,309,0,389,0
Precinct,201 - Bland (CD 4),528,979,0,1507,0
Precinct,202 - Black Water (CD 4),330,708,0,1038,0
Precinct,203 - Brandon (CD 4),148,301,0,449,0
Precinct,204 - Courts Bldg (CD 4),685,643,0,1328,0
Precinct,205 - Jefferson Park (CD 4),513,233,0,746,0
Precinct,Ab - Central Absentee Precinct (CD 4),290,373,2,665,0
Precinct,Provisional (CD 4),0,0,0,0,0
Locality,Prince William County,72454,46943,168,119565,0
Precinct,101 - Brentsville (CD 1),307,790,5,1102,0
Precinct,102 - Cedar Point (CD 1),307,884,1,1192,0
Precinct,103 - Glenkirk (CD 1),624,672,2,1298,0
Precinct,104 - Nokesville (CD 1),507,776,0,1283,0
Precinct,105 - Limestone (CD 1),624,776,4,1404,0
Precinct,106 - Westgate (CD 1),567,219,0,786,0
Precinct,107 - Marsteller (CD 1),942,838,3,1783,0
Precinct,108 - Victory (CD 1),942,219,1,1162,0
Precinct,109 - Piney Branch (CD 1),567,219,2,788,0
Precinct,110 - Buckland Mills (CD 10),409,328,2,739,0
Precinct,110 - Buckland Mills (CD 1),173,203,1,377,0
Precinct,111 - Bristow Run (CD 1),1073,755,4,1832,0
Precinct,112 - Burke-nickens (CD 10),759,654,2,1415,0
Precinct,112 - Burke-nickens (CD 1),21,34,0,55,0
Precinct,201 - Saunders (CD 11),794,301,0,1095,0
Precinct,202 - Marshall (CD 1),687,875,0,1562,0
Precinct,203 - Bennett (CD 1),746,747,3,1496,0
Precinct,204 - Ellis (CD 1),593,430,1,1024,0
Precinct,205 - Buckhall (CD 10),668,710,1,1379,0
Precinct,206 - Coles (CD 1),521,629,3,1153,0
Precinct,207 - Spriggs (CD 1),1095,670,1,1766,0
Precinct,208 - Hylton (CD 1),440,624,2,1066,0
Precinct,209 - Independent Hill (CD 1),347,653,0,1000,0
Precinct,210 - Penn (CD 11),78,29,1,108,0
Precinct,210 - Penn (CD 1),561,706,0,1267,0
Precinct,211 - Signal Hill (CD 10),557,568,4,1129,0
Precinct,212 - Yorkshire (CD 10),919,534,5,1458,0
Precinct,213 - Saratoga (CD 1),565,254,2,821,0
Precinct,214 - Lucasville (CD 1),318,552,2,872,0
Precinct,215 - Rosa Parks (CD 11),757,326,2,1085,0
Precinct,301 - Dumfries (CD 11),604,212,0,816,0
Precinct,302 - Potomac (CD 11),1294,235,1,1530,0
Precinct,303 - Graham Park (CD 11),474,172,0,646,0
Precinct,304 - Quantico (CD 1),68,62,1,131,0
Precinct,305 - Pattie (CD 1),738,561,6,1305,0
Precinct,306 - Washington-reid (CD 1),824,653,1,1478,0
Precinct,307 - Henderson (CD 1),667,560,5,1232,0
Precinct,308 - Montclair (CD 1),453,396,1,850,0
Precinct,309 - Ashland (CD 1),548,466,0,1014,0
Precinct,310 - Forest Park (CD 1),764,325,1,1090,0
Precinct,311 - Swans Creek (CD 11),1258,381,2,1641,0
Precinct,312 - Triangle (CD 1),177,56,0,233,0
Precinct,312 - Triangle (CD 11),726,311,0,1037,0
Precinct,313 - Cardinal (CD 1),609,286,1,896,0
Precinct,314 - Cabin Branch (CD 1),646,365,1,1012,0
Precinct,401 - Evergreen (CD 10),559,835,2,1396,0
Precinct,402 - Battlefield (CD 10),566,859,1,1426,0
Precinct,403 - Bull Run (CD 10),561,457,2,1020,0
Precinct,404 - Ben Lomond (CD 1),727,278,0,1005,0
Precinct,405 - Stonewall (CD 1),896,433,1,1330,0
Precinct,406 - Alvey (CD 10),366,440,3,809,0
Precinct,407 - Heritage Hunt (CD 10),865,1142,3,2010,0
Precinct,408 - Sudley (CD 1),437,394,2,833,0
Precinct,409 - Tyler (CD 10),758,532,2,1292,0
Precinct,410 - Mountain View (CD 10),701,808,2,1511,0
Precinct,411 - Mullen (CD 1),740,213,0,953,0
Precinct,412 - Catharpin (CD 10),340,564,0,904,0
Precinct,413 - Reagan (CD 10),724,861,3,1588,0
Precinct,501 - Lake Ridge (CD 1),780,460,3,1243,0
Precinct,502 - Occoquan (CD 11),540,280,0,820,0
Precinct,503 - Old Bridge (CD 11),715,262,1,978,0
Precinct,504 - Rockledge (CD 11),612,415,3,1030,0
Precinct,505 - Mohican (CD 1),819,537,1,1357,0
Precinct,506 - Bethel (CD 11),1015,569,5,1589,0
Precinct,507 - Chinn (CD 11),696,409,0,1105,0
Precinct,508 - Springwoods (CD 1),598,258,1,857,0
Precinct,509 - Mc Coart (CD 1),738,807,1,1546,0
Precinct,510 - Yates Ford (CD 10),412,543,1,956,0
Precinct,511 - Westridge (CD 1),827,512,1,1340,0
Precinct,512 - York (CD 11),969,210,1,1180,0
Precinct,513 - Lynnwood (CD 11),718,601,3,1322,0
Precinct,514 - Antietam (CD 11),967,529,1,1497,0
Precinct,601 - Dale (CD 11),710,158,0,868,0
Precinct,602 - Beville (CD 11),1259,430,1,1690,0
Precinct,603 - Hampton (CD 11),628,146,2,776,0
Precinct,604 - Gideon (CD 11),657,226,2,885,0
Precinct,605 - Minnieville (CD 11),727,333,3,1063,0
Precinct,606 - Bel Air (CD 11),688,317,3,1008,0
Precinct,607 - Kerrydale (CD 11),891,306,4,1201,0
Precinct,608 - Enterprise (CD 11),817,275,1,1093,0
Precinct,609 - King (CD 1),6,0,0,6,0
Precinct,609 - King (CD 11),1064,402,1,1467,0
Precinct,610 - Fitzgerald (CD 11),885,305,1,1191,0
Precinct,611 - Neabsco (CD 11),644,197,0,841,0
Precinct,701 - Belmont (CD 11),771,421,4,1196,0
Precinct,702 - Library (CD 11),845,252,2,1099,0
Precinct,703 - Lynn (CD 11),458,111,1,570,0
Precinct,704 - Porter (CD 11),864,151,1,1016,0
Precinct,705 - Potomac View (CD 11),439,262,1,702,0
Precinct,706 - Rippon (CD 11),884,378,0,1262,0
Precinct,707 - Kilby (CD 11),594,203,2,799,0
Precinct,708 - River Oaks (CD 11),1030,192,0,1222,0
Precinct,709 - Freedom (CD 11),1036,187,3,1226,0
Precinct,710 - Powells Creek (CD 11),838,134,1,973,0
Precinct,711 - Grayson (CD 11),853,253,1,1107,0
Precinct,712 - Leesylvania (CD 11),879,416,0,1295,0
Precinct,Ab - Central Absentee Precinct (CD 1),3007,2502,7,5516,0
Precinct,Ab - Central Absentee Precinct (CD 10),1645,1633,1,3279,0
Precinct,Ab - Central Absentee Precinct (CD 11),3320,1478,9,4807,0
Precinct,Provisional (CD 1),20,25,0,45,0
Precinct,Provisional (CD 10),8,8,0,16,0
Precinct,Provisional (CD 11),23,18,0,41,0
Locality,Pulaski County,3254,8342,17,11613,0
Precinct,101 - Belspring,136,328,0,464,0
Precinct,102 - New River,537,809,1,1347,0
Precinct,103 - West Cloyd,181,573,0,754,0
Precinct,201 - Draper,203,653,0,856,0
Precinct,202 - South Pulaski,57,111,1,169,0
Precinct,203 - Newbern,386,899,1,1286,0
Precinct,301 - Dublin,283,952,0,1235,0
Precinct,302 - Hiwassee,48,206,0,254,0
Precinct,304 - Snowville,165,525,0,690,0
Precinct,401 - Massie,451,1191,5,1647,0
Precinct,402 - Walker,111,475,1,587,0
Precinct,501 - Robinson,500,1215,6,1721,0
Precinct,Ab - Central Absentee Precinct,196,398,1,595,0
Precinct,Provisional,0,7,1,8,0
Locality,Radford City,2067,1832,5,3904,0
Precinct,1 - East Precinct,831,486,2,1319,0
Precinct,2 - Central Precinct,577,594,2,1173,0
Precinct,3 - West Precinct,520,666,1,1187,0
Precinct,Ab - Central Absentee Precinct,138,86,0,224,0
Precinct,Provisional,1,0,0,1,0
Locality,Rappahannock County,1429,1827,4,3260,0
Precinct,101 - Washington,297,348,1,646,0
Precinct,201 - Amissville,197,396,0,593,0
Precinct,301 - Sperryville,310,297,0,607,0
Precinct,401 - Scrabble,233,309,1,543,0
Precinct,501 - Chester Gap,69,178,1,248,0
Precinct,502 - Flint Hill,173,178,0,351,0
Precinct,Ab - Central Absentee Precinct,147,119,1,267,0
Precinct,Provisional,3,2,0,5,0
Locality,Richmond City,57346,13417,62,70825,0
Precinct,101 - One Hundred One (CD 4),816,636,1,1453,0
Precinct,102 - One Hundred Two (CD 4),402,394,0,796,0
Precinct,104 - One Hundred Four (CD 4),604,655,0,1259,0
Precinct,105 - One Hundred Five (CD 4),695,432,1,1128,0
Precinct,106 - One Hundred Six (CD 4),444,866,0,1310,0
Precinct,111 - One Hundred Eleven (CD 4),663,390,1,1054,0
Precinct,112 - One Hundred Twelve (CD 4),599,323,2,924,0
Precinct,113 - One Hundred Thirteen (CD 4),1110,246,0,1356,0
Precinct,114 - One Hundred Fourteen (CD 4),1300,333,2,1635,0
Precinct,203 - Two Hundred Three (CD 4),1263,343,3,1609,0
Precinct,204 - Two Hundred Four (CD 4),1087,295,1,1383,0
Precinct,206 - Two Hundred Six (CD 4),659,115,1,775,0
Precinct,207 - Two Hundred Seven (CD 4),1165,331,4,1500,0
Precinct,208 - Two Hundred Eight (CD 4),1027,265,0,1292,0
Precinct,213 - Two Hundred Thirteen (CD 4),1451,70,1,1522,0
Precinct,214 - Two Hundred Fourteen (CD 4),1353,127,1,1481,0
Precinct,301 - Three Hundred One (CD 4),478,29,1,508,0
Precinct,302 - Three Hundred Two (CD 4),671,105,0,776,0
Precinct,303 - Three Hundred Three (CD 4),558,36,0,594,0
Precinct,304 - Three Hundred Four (CD 4),815,24,0,839,0
Precinct,305 - Three Hundred Five (CD 4),801,80,1,882,0
Precinct,306 - Three Hundred Six (CD 4),640,53,2,695,0
Precinct,307 - Three Hundred Seven (CD 4),854,204,1,1059,0
Precinct,308 - Three Hundred Eight (CD 4),895,234,2,1131,0
Precinct,309 - Three Hundred Nine (CD 4),499,282,1,782,0
Precinct,310 - Three Hundred Ten (CD 4),198,8,1,207,0
Precinct,402 - Four Hundred Two (CD 4),1366,507,2,1875,0
Precinct,404 - Four Hundred Four (CD 4),1138,307,1,1446,0
Precinct,409 - Four Hundred Nine (CD 4),1304,863,0,2167,0
Precinct,410 - Four Hundred Ten (CD 4),761,340,1,1102,0
Precinct,412 - Four Hundred Twelve (CD 4),729,229,0,958,0
Precinct,413 - Four Hundred Thirteen (CD 4),833,400,1,1234,0
Precinct,414 - Four Hundred Fourteen (CD 4),814,514,0,1328,0
Precinct,501 - Five Hundred One (CD 4),1306,184,3,1493,0
Precinct,503 - Five Hundred Three (CD 4),1234,135,0,1369,0
Precinct,504 - Five Hundred Four (CD 4),1473,179,2,1654,0
Precinct,505 - Five Hundred Five (CD 4),636,78,0,714,0
Precinct,508 - Five Hundred Eight (CD 4),656,113,1,770,0
Precinct,509 - Five Hundred Nine (CD 4),725,55,1,781,0
Precinct,510 - Five Hundred Ten (CD 4),963,79,3,1045,0
Precinct,602 - Six Hundred Two (CD 4),407,16,0,423,0
Precinct,603 - Six Hundred Three (CD 4),723,35,2,760,0
Precinct,604 - Six Hundred Four (CD 4),515,25,1,541,0
Precinct,606 - Six Hundred Six (CD 4),871,31,0,902,0
Precinct,607 - Six Hundred Seven (CD 4),898,168,0,1066,0
Precinct,609 - Six Hundred Nine (CD 4),985,79,0,1064,0
Precinct,610 - Six Hundred Ten (CD 4),492,18,1,511,0
Precinct,701 - Seven Hundred One (CD 4),475,20,1,496,0
Precinct,702 - Seven Hundred Two (CD 4),603,39,0,642,0
Precinct,703 - Seven Hundred Three (CD 4),752,51,1,804,0
Precinct,705 - Seven Hundred Five (CD 4),754,80,1,835,0
Precinct,706 - Seven Hundred Six (CD 4),1099,92,0,1191,0
Precinct,707 - Seven Hundred Seven (CD 4),1647,238,3,1888,0
Precinct,708 - Seven Hundred Eight (CD 4),1067,182,0,1249,0
Precinct,802 - Eight Hundred Two (CD 4),573,29,0,602,0
Precinct,806 - Eight Hundred Six (CD 4),742,81,1,824,0
Precinct,810 - Eight Hundred Ten (CD 4),614,57,0,671,0
Precinct,811 - Eight Hundred Eleven (CD 4),622,61,0,683,0
Precinct,812 - Eight Hundred Twelve (CD 4),1089,134,1,1224,0
Precinct,814 - Eight Hundred Fourteen (CD 4),612,47,0,659,0
Precinct,902 - Nine Hundred Two (CD 4),309,30,1,340,0
Precinct,903 - Nine Hundred Three (CD 4),748,84,0,832,0
Precinct,908 - Nine Hundred Eight (CD 4),750,60,0,810,0
Precinct,909 - Nine Hundred Nine (CD 4),926,97,0,1023,0
Precinct,910 - Nine Hundred Ten (CD 4),690,87,0,777,0
Precinct,911 - Nine Hundred Eleven (CD 4),795,39,2,836,0
Precinct,AB - Central Absentee Precinct (CD 4),2560,671,5,3236,0
Precinct,Provisional (CD 4),43,7,0,50,0
Locality,Richmond County,837,1522,1,2360,0
Precinct,101 - Precinct 1-1,286,172,0,458,0
Precinct,201 - Precinct 2-1,126,312,0,438,0
Precinct,301 - Precinct 3-1,142,285,1,428,0
Precinct,401 - Precinct 4-1,133,329,0,462,0
Precinct,501 - Precinct 5-1,113,353,0,466,0
Precinct,Ab - Central Absentee Precinct,37,71,0,108,0
Precinct,Provisional,0,0,0,0,0
Locality,Roanoke City,14494,9591,29,24114,0
Precinct,1 -Peters Creek,883,188,0,1071,0
Precinct,2 - Grandview,730,374,0,1104,0
Precinct,3 -Preston Park,424,638,1,1063,0
Precinct,4 - Williamson Road,537,432,12,981,0
Precinct,5 - East Gate,364,598,2,964,0
Precinct,6 - Hollins Road,434,387,1,822,0
Precinct,7 - Southeast,293,368,1,662,0
Precinct,8 - Lincoln Terrace,647,42,1,690,0
Precinct,9 - Highland,687,235,0,922,0
Precinct,10 - Old Southwest-Wasena,822,374,4,1200,0
Precinct,11 - Raleigh Court,921,593,1,1515,0
Precinct,12 - South Roanoke,619,721,0,1340,0
Precinct,13 - Garden City,350,685,0,1035,0
Precinct,14 - Crystal Spring,715,706,1,1422,0
Precinct,15 - Grandin Court,733,607,1,1341,0
Precinct,16 - Deyerle,708,867,1,1576,0
Precinct,17 - Lee-Hi,676,484,0,1160,0
Precinct,18 - Virginia Heights-Norwich,869,287,0,1156,0
Precinct,18 - Summit Hills,633,420,0,1053,0
Precinct,19 - Forest Park,463,58,0,521,0
Precinct,20 - Eureka Park,1183,81,0,1264,0
Precinct,AB - Central Absentee Precinct,785,434,3,1222,0
Precinct,Provisional,18,12,0,30,0
Locality,Roanoke County,11574,21946,39,33559,0
Precinct,101 - Catawba (CD 9),87,301,0,388,0
Precinct,102 - Mason Valley (CD 9),78,277,0,355,0
Precinct,103 - Glenvar (CD 9),268,649,0,917,0
Precinct,104 - Northside (CD 9),339,419,1,759,0
Precinct,105 - Peters Creek (CD 9),548,978,1,1527,0
Precinct,106 - Green Hill (CD 9),434,1050,2,1486,0
Precinct,107 - Bennett Springs (CD 9),114,374,0,488,0
Precinct,108 - Wildwood (CD 9),218,494,1,713,0
Precinct,201 - Plantation (CD 6),274,562,2,838,0
Precinct,202 - Burlington (CD 6),252,318,0,570,0
Precinct,203 - Mountain View (CD 6),469,997,3,1469,0
Precinct,204 - Botetourt Springs (CD 9),456,763,2,1221,0
Precinct,205 - Orchards (CD 6),472,1204,1,1677,0
Precinct,206 - Hollins (CD 6),194,289,0,483,0
Precinct,301 - Bent Mountain (CD 9),122,254,1,377,0
Precinct,302 - Poages Mill (CD 6),511,1185,1,1697,0
Precinct,303 - Windsor Hills (CD 6),300,537,1,838,0
Precinct,304 - Oak Grove (CD 6),645,1117,0,1762,0
Precinct,305 - Castle Rock (CD 6),715,1127,3,1845,0
Precinct,306 - Garst Mill (CD 6),310,458,0,768,0
Precinct,402 - Bonsack (CD 6),93,251,0,344,0
Precinct,403 - North Vinton (CD 6),249,604,0,853,0
Precinct,404 - South Vinton (CD 6),356,650,1,1007,0
Precinct,405 - Lindenwood (CD 6),547,1262,1,1810,0
Precinct,406 - Mount Pleasant (CD 6),338,867,0,1205,0
Precinct,501 - Cotton Hill (CD 6),349,592,2,943,0
Precinct,502 - Penn Forest (CD 6),307,482,1,790,0
Precinct,503 - Cave Spring (CD 6),391,661,8,1060,0
Precinct,504 - Ogden (CD 6),338,375,1,714,0
Precinct,505 - Clearbrook (CD 6),209,481,0,690,0
Precinct,506 - Mount Vernon (CD 6),325,414,2,741,0
Precinct,507 - Hunting Hills (CD 6),558,872,1,1431,0
Precinct,Ab - Central Absentee Precinct,0,0,0,0,0
Precinct,Ab - Central Absentee Precinct (CD 6),527,828,3,1358,0
Precinct,Ab - Central Absentee Precinct (CD 9),172,247,0,419,0
Precinct,Provisional (CD 6),7,5,0,12,0
Precinct,Provisional (CD 9),2,2,0,4,0
Locality,Rockbridge County,2771,5085,6,7862,0
Precinct,101 - Airport,321,413,3,737,0
Precinct,102 - Ben Salem,167,346,0,513,0
Precinct,103 - Plank Road,75,195,0,270,0
Precinct,104 - Effinger,92,219,0,311,0
Precinct,201 - Collierstown,188,282,1,471,0
Precinct,202 - Highland Belle,357,552,2,911,0
Precinct,203 - Vo-tech,130,115,0,245,0
Precinct,301 - Maury River,140,276,0,416,0
Precinct,302 - Natural Bridge,118,260,0,378,0
Precinct,303 - Falling Spring,55,171,0,226,0
Precinct,401 - Fairfield,127,358,0,485,0
Precinct,402 - Mountain View,189,452,0,641,0
Precinct,403 - Vesuvius,44,157,0,201,0
Precinct,501 - Goshen,28,176,0,204,0
Precinct,502 - Meadowview,183,265,0,448,0
Precinct,503 - Rockbridge Baths,127,196,0,323,0
Precinct,504 - Rockbridge,201,383,0,584,0
Precinct,Ab - Central Absentee Precinct,225,264,0,489,0
Precinct,Provisional,4,5,0,9,0
Locality,Rockingham County,6824,18219,18,25061,0
Precinct,101 - Broadway,314,851,1,1166,0
Precinct,102 - Timberville,146,405,1,552,0
Precinct,103 - Fulks Run,98,539,0,637,0
Precinct,104 - Bergton,34,219,0,253,0
Precinct,105 - Lacey Spring,91,440,0,531,0
Precinct,106 - Tenth Legion,84,380,2,466,0
Precinct,107 - Plains,105,450,2,557,0
Precinct,108 - Little North Mountain,77,278,2,357,0
Precinct,201 - Singers Glen,184,596,0,780,0
Precinct,202 - Edom,387,845,0,1232,0
Precinct,203 - Dayton,185,413,0,598,0
Precinct,204 - Mt Clinton,198,685,2,885,0
Precinct,205 - Silver Lake,335,827,0,1162,0
Precinct,301 - Keezletown,134,427,0,561,0
Precinct,302 - Port Republic,213,668,0,881,0
Precinct,303 - Melrose,128,389,0,517,0
Precinct,304 - Grottoes,165,566,1,732,0
Precinct,305 - Massanetta Springs,473,644,0,1117,0
Precinct,306 - Cross Keys,84,253,0,337,0
Precinct,307 - Crossroads,578,904,1,1483,0
Precinct,401 - Bridgewater,647,1144,0,1791,0
Precinct,402 - Montezuma,178,712,0,890,0
Precinct,403 - Mt Crawford,43,94,0,137,0
Precinct,404 - North River,228,568,0,796,0
Precinct,405 - Ottobine,135,752,2,889,0
Precinct,501 - Elkton,211,604,1,816,0
Precinct,502 - Swift Run,184,988,0,1172,0
Precinct,503 - Mcgaheysville,273,809,2,1084,0
Precinct,504 - South Fork,78,434,0,512,0
Precinct,505 - Stony Run,391,617,1,1009,0
Precinct,Ab - Central Absentee Precinct,440,710,0,1150,0
Precinct,Provisional,3,8,0,11,0
Locality,Russell County,1543,5084,7,6634,0
Precinct,101 - Moccasin,74,395,0,469,0
Precinct,102 - Copper Creek,90,281,0,371,0
Precinct,103 - South Castlewood,75,208,0,283,0
Precinct,201 - North Castlewood,186,580,1,767,0
Precinct,202 - Dante,34,102,1,137,0
Precinct,301 - Cooks Mill,30,109,0,139,0
Precinct,302 - Daugherty,58,186,1,245,0
Precinct,303 - New Garden,90,309,0,399,0
Precinct,304 - Cleveland,68,179,0,247,0
Precinct,401 - Drill,24,40,0,64,0
Precinct,402 - Swords Creek,88,481,2,571,0
Precinct,403 - Honaker,64,169,0,233,0
Precinct,501 - West Lebanon,245,804,2,1051,0
Precinct,601 - East Lebanon,115,457,0,572,0
Precinct,602 - Elk Garden,122,538,0,660,0
Precinct,Ab - Central Absentee Precinct,180,246,0,426,0
Precinct,Provisional,0,0,0,0,0
Locality,Salem City,2856,5242,11,8109,0
Precinct,1 - North Salem No 2,440,622,0,1062,0
Precinct,2 - Conehurst,156,264,2,422,0
Precinct,3 - Beverly Heights,150,415,0,565,0
Precinct,4 - West Salem,251,575,3,829,0
Precinct,5 - North Salem No 1,416,595,1,1012,0
Precinct,6 - South Salem No 1,196,282,0,478,0
Precinct,7 - South Salem No 2,233,488,0,721,0
Precinct,8 - East Salem,94,181,0,275,0
Precinct,9 - South Side Hills,312,759,2,1073,0
Precinct,10 - Hidden Valley,420,735,2,1157,0
Precinct,Ab - Central Absentee Precinct,188,326,1,515,0
Precinct,Provisional,0,0,0,0,0
Locality,Scott County,1165,4886,11,6062,0
Precinct,101 - Weber City,81,327,1,409,0
Precinct,102 - Yuma,103,413,0,516,0
Precinct,202 - Weber City East,59,276,0,335,0
Precinct,203 - Hiltons,94,444,1,539,0
Precinct,204 - Clark's,25,120,0,145,0
Precinct,301 - Nickelsville,50,320,1,371,0
Precinct,302 - Snowflake,59,244,0,303,0
Precinct,303 - Twin Springs,65,211,3,279,0
Precinct,304 - Copper Creek,19,64,0,83,0
Precinct,401 - Gate City,208,824,2,1034,0
Precinct,501 - Dungannon,71,153,0,224,0
Precinct,502 - Fort Blackmore,50,177,0,227,0
Precinct,503 - Manville,19,124,0,143,0
Precinct,504 - Rye Cove,41,274,2,317,0
Precinct,601 - Clinchport,29,188,0,217,0
Precinct,602 - Duffield-pattonsville,89,388,1,478,0
Precinct,603 - Fairview,34,80,0,114,0
Precinct,Ab - Central Absentee Precinct,69,259,0,328,0
Precinct,Provisional,0,0,0,0,0
Locality,Shenandoah County,3487,9740,10,13237,0
Precinct,101 - Orkney Springs,191,456,0,647,0
Precinct,103 - New Market,363,1127,0,1490,0
Precinct,201 - Conicville,217,802,0,1019,0
Precinct,202 - Mt Jackson,205,667,1,873,0
Precinct,302 - Edinburg,220,753,1,974,0
Precinct,303 - St Luke,170,828,1,999,0
Precinct,304 - Fort Valley,137,406,1,544,0
Precinct,401 - Woodstock,622,1413,2,2037,0
Precinct,501 - Cedar Creek,32,66,0,98,0
Precinct,503 - Toms Brook,333,1056,1,1390,0
Precinct,504 - Lebanon Church,218,684,1,903,0
Precinct,601 - Strasburg,536,1076,1,1613,0
Precinct,Ab - Central Absentee Precinct,241,400,1,642,0
Precinct,Provisional,2,6,0,8,0
Locality,Smyth County,1790,6049,1,7840,0
Precinct,101 - Saltville,228,747,0,975,0
Precinct,201 - Seven Mile Ford,127,585,0,712,0
Precinct,202 - Rich Valley,90,195,0,285,0
Precinct,301 - Chilhowie,170,775,0,945,0
Precinct,302 - St Clair,38,235,0,273,0
Precinct,401 - East Park,195,463,0,658,0
Precinct,402 - West Park,102,214,0,316,0
Precinct,501 - Atkins,111,571,0,682,0
Precinct,502 - Wassona,189,336,0,525,0
Precinct,601 - Royal Oak East,161,472,0,633,0
Precinct,602 - Royal Oak West,85,276,0,361,0
Precinct,701 - Adwolfe,82,619,0,701,0
Precinct,702 - Sugar Grove,117,321,1,439,0
Precinct,703 - Konnarock,9,72,0,81,0
Precinct,Ab - Central Absentee Precinct,86,166,0,252,0
Precinct,Provisional,0,2,0,2,0
Locality,Southampton County,2434,3679,4,6117,0
Precinct,101 - Berlin,75,361,0,436,0
Precinct,102 - Ivor,232,367,0,599,0
Precinct,201 - Boykins,339,251,0,590,0
Precinct,202 - Branchville,76,120,1,197,0
Precinct,301 - Capron,243,251,1,495,0
Precinct,302 - Sebrell,166,282,0,448,0
Precinct,401 - Drewryville,178,159,0,337,0
Precinct,501 - Hunterdale,216,534,1,751,0
Precinct,502 - Forks-of-the-river,145,174,0,319,0
Precinct,601 - Courtland,279,402,0,681,0
Precinct,602 - Sedley,43,223,1,267,0
Precinct,701 - Blackwater River,186,115,0,301,0
Precinct,702 - Newsoms,160,314,0,474,0
Precinct,Ab - Central Absentee Precinct,95,125,0,220,0
Precinct,Provisional,1,1,0,2,0
Locality,Spotsylvania County,15531,21026,60,36617,0
Precinct,101 - Partlow (CD 7),258,708,2,968,0
Precinct,102 - Blaydes Corner (CD 7),289,711,4,1004,0
Precinct,103 - Travelers Rest (CD 7),534,758,0,1292,0
Precinct,103 - Travelers Rest (CD 1),13,4,0,17,0
Precinct,104 - Massaponax (CD 1),532,768,2,1302,0
Precinct,201 - Wilderness School (CD 7),460,674,0,1134,0
Precinct,202 - Wilderness Fire (CD 7),412,741,4,1157,0
Precinct,203 - Ni River / Elys Ford (CD 7),370,793,4,1167,0
Precinct,204 - Chancellor (CD 7),680,707,1,1388,0
Precinct,301 - Plank Road (CD 7),566,789,3,1358,0
Precinct,302 - Hazel Run (CD 7),743,754,2,1499,0
Precinct,303 - Riverbend (CD 7),765,1185,2,1952,0
Precinct,401 - Summit (CD 1),705,769,0,1474,0
Precinct,402 - Parkside (CD 1),647,576,2,1225,0
Precinct,402 - Parkside (CD 7),133,132,0,265,0
Precinct,403 - Lee Hill (CD 1),855,972,3,1830,0
Precinct,501 - Belmont (CD 7),251,602,0,853,0
Precinct,502 - Brokenburg (CD 7),207,571,0,778,0
Precinct,503 - Post Oak (CD 7),208,659,1,868,0
Precinct,504 - Courthouse (CD 7),520,764,3,1287,0
Precinct,505 - Brock (CD 7),469,976,9,1454,0
Precinct,601 - Salem (CD 7),712,767,4,1483,0
Precinct,602 - Smith Station (CD 7),959,907,1,1867,0
Precinct,603 - Piedmont (CD 7),398,501,2,901,0
Precinct,701 - Battlefield (CD 1),587,596,0,1183,0
Precinct,702 - Brents Mill (CD 1),362,356,0,718,0
Precinct,702 - Brents Mill (CD 7),306,353,1,660,0
Precinct,703 - Fairview (CD 7),260,205,1,466,0
Precinct,703 - Fairview (CD 1),95,104,0,199,0
Precinct,704 - Gayle (CD 7),617,607,0,1224,0
Precinct,704 - Gayle (CD 1),371,417,0,788,0
Precinct,Ab - Central Absentee Precinct (CD 1),368,380,1,749,0
Precinct,Ab - Central Absentee Precinct (CD 7),872,1217,8,2097,0
Precinct,Provisional (CD 1),3,1,0,4,0
Precinct,Provisional (CD 7),4,2,0,6,0
Locality,Stafford County,18563,21840,44,40447,0
Precinct,101 - Hartwood,711,1582,4,2297,0
Precinct,102 - Rocky Run,616,743,2,1361,0
Precinct,103 - Simpson,545,821,0,1366,0
Precinct,104 - College,737,973,1,1711,0
Precinct,201 - Rock Hill,562,725,2,1289,0
Precinct,202 - Roseville,819,872,3,1694,0
Precinct,203 - Ruby,348,803,1,1152,0
Precinct,204 - Stefaniga,749,1045,1,1795,0
Precinct,301 - Griffis,644,316,0,960,0
Precinct,302 - Widewater,924,653,0,1577,0
Precinct,303 - Harbour,376,603,0,979,0
Precinct,304 - Barrett,331,270,1,602,0
Precinct,401 - Aquia,346,173,0,519,0
Precinct,402 - Courthouse,1120,661,3,1784,0
Precinct,403 - Brooke,675,1072,3,1750,0
Precinct,404 - Government Island,500,732,0,1232,0
Precinct,501 - Grafton,772,1129,0,1901,0
Precinct,502 - Falmouth,611,743,3,1357,0
Precinct,503 - Drew,538,681,4,1223,0
Precinct,504 - Gayle,739,547,0,1286,0
Precinct,601 - Ferry Farm,516,869,2,1387,0
