,,Mark Rankin Herring,John Donley Adams,Write-Ins,Total Votes Cast,Undervotes
Precinct,401 - Hampden,277,290,0,567,0
Precinct,501 - Darlington Hts,142,255,1,398,0
Precinct,502 - Buffalo Hts,94,155,0,249,0
Precinct,601 - Prospect,426,358,1,785,0
Precinct,701 - West End,358,316,2,676,0
Precinct,801 - Center,228,83,0,311,0
Precinct,Ab - Central Absentee Precinct,149,191,1,341,0
Precinct,Provisional,0,1,0,1,0
Locality,Prince George County,4099,6128,10,10237,0
Precinct,101 - Richard Bland (CD 4),236,456,1,693,0
Precinct,102 - Templeton (CD 4),411,1260,1,1672,0
Precinct,103 - Union Branch (CD 4),461,611,1,1073,0
Precinct,104 - Rives (CD 4),393,292,0,685,0
Precinct,105 - Harrison (CD 4),85,303,0,388,0
Precinct,201 - Bland (CD 4),529,976,0,1505,0
Precinct,202 - Black Water (CD 4),347,692,1,1040,0
Precinct,203 - Brandon (CD 4),141,308,0,449,0
Precinct,204 - Courts Bldg (CD 4),682,644,2,1328,0
Precinct,205 - Jefferson Park (CD 4),513,230,1,744,0
Precinct,Ab - Central Absentee Precinct (CD 4),301,356,3,660,0
Precinct,Provisional (CD 4),0,0,0,0,0
Locality,Prince William County,73909,48172,166,122247,0
Precinct,101 - Brentsville (CD 1),301,794,7,1102,0
Precinct,102 - Cedar Point (CD 1),972,880,4,1856,0
Precinct,103 - Glenkirk (CD 1),623,679,1,1303,0
Precinct,104 - Nokesville (CD 1),511,771,2,1284,0
Precinct,105 - Limestone (CD 1),923,857,3,1783,0
Precinct,106 - Westgate (CD 1),571,218,0,789,0
Precinct,107 - Marsteller (CD 1),1098,854,3,1955,0
Precinct,108 - Victory (CD 1),1066,767,1,1834,0
Precinct,109 - Piney Branch (CD 1),811,526,2,1339,0
Precinct,110 - Buckland Mills (CD 10),407,333,0,740,0
Precinct,110 - Buckland Mills (CD 1),170,205,1,376,0
Precinct,111 - Bristow Run (CD 1),1066,972,3,2041,0
Precinct,112 - Burke-nickens (CD 10),762,650,1,1413,0
Precinct,112 - Burke-nickens (CD 1),22,33,0,55,0
Precinct,201 - Saunders (CD 11),799,295,1,1095,0
Precinct,202 - Marshall (CD 1),687,876,1,1564,0
Precinct,203 - Bennett (CD 1),753,744,1,1498,0
Precinct,204 - Ellis (CD 1),594,432,0,1026,0
Precinct,205 - Buckhall (CD 10),658,720,2,1380,0
Precinct,206 - Coles (CD 1),519,628,4,1151,0
Precinct,207 - Spriggs (CD 1),1093,675,0,1768,0
Precinct,208 - Hylton (CD 1),438,627,0,1065,0
Precinct,209 - Independent Hill (CD 1),353,648,0,1001,0
Precinct,210 - Penn (CD 11),74,35,0,109,0
Precinct,210 - Penn (CD 1),557,710,0,1267,0
Precinct,211 - Signal Hill (CD 10),555,575,3,1133,0
Precinct,212 - Yorkshire (CD 10),913,543,2,1458,0
Precinct,213 - Saratoga (CD 1),566,252,3,821,0
Precinct,214 - Lucasville (CD 1),317,552,2,871,0
Precinct,215 - Rosa Parks (CD 11),760,323,1,1084,0
Precinct,301 - Dumfries (CD 11),601,215,0,816,0
Precinct,302 - Potomac (CD 11),1297,231,0,1528,0
Precinct,303 - Graham Park (CD 11),476,169,0,645,0
Precinct,304 - Quantico (CD 1),66,65,0,131,0
Precinct,305 - Pattie (CD 1),739,560,6,1305,0
Precinct,306 - Washington-reid (CD 1),833,643,0,1476,0
Precinct,307 - Henderson (CD 1),663,564,5,1232,0
Precinct,308 - Montclair (CD 1),457,394,0,851,0
Precinct,309 - Ashland (CD 1),544,474,0,1018,0
Precinct,310 - Forest Park (CD 1),754,332,3,1089,0
Precinct,311 - Swans Creek (CD 11),1247,393,2,1642,0
Precinct,312 - Triangle (CD 1),175,56,2,233,0
Precinct,312 - Triangle (CD 11),719,318,1,1038,0
Precinct,313 - Cardinal (CD 1),610,285,1,896,0
Precinct,314 - Cabin Branch (CD 1),643,371,1,1015,0
Precinct,401 - Evergreen (CD 10),576,821,1,1398,0
Precinct,402 - Battlefield (CD 10),570,856,2,1428,0
Precinct,403 - Bull Run (CD 10),567,455,0,1022,0
Precinct,404 - Ben Lomond (CD 1),719,288,0,1007,0
Precinct,405 - Stonewall (CD 1),915,414,1,1330,0
Precinct,406 - Alvey (CD 10),367,440,3,810,0
Precinct,407 - Heritage Hunt (CD 10),887,1117,2,2006,0
Precinct,408 - Sudley (CD 1),420,413,2,835,0
Precinct,409 - Tyler (CD 10),759,530,3,1292,0
Precinct,410 - Mountain View (CD 10),708,801,2,1511,0
Precinct,411 - Mullen (CD 1),730,224,0,954,0
Precinct,412 - Catharpin (CD 10),351,552,1,904,0
Precinct,413 - Reagan (CD 10),743,840,5,1588,0
Precinct,501 - Lake Ridge (CD 1),781,458,2,1241,0
Precinct,502 - Occoquan (CD 11),531,284,1,816,0
Precinct,503 - Old Bridge (CD 11),707,265,4,976,0
Precinct,504 - Rockledge (CD 11),610,418,1,1029,0
Precinct,505 - Mohican (CD 1),832,525,1,1358,0
Precinct,506 - Bethel (CD 11),1008,576,1,1585,0
Precinct,507 - Chinn (CD 11),698,411,0,1109,0
Precinct,508 - Springwoods (CD 1),599,260,1,860,0
Precinct,509 - Mc Coart (CD 1),744,800,3,1547,0
Precinct,510 - Yates Ford (CD 10),422,532,1,955,0
Precinct,511 - Westridge (CD 1),829,510,2,1341,0
Precinct,512 - York (CD 11),961,215,4,1180,0
Precinct,513 - Lynnwood (CD 11),721,594,4,1319,0
Precinct,514 - Antietam (CD 11),964,531,1,1496,0
Precinct,601 - Dale (CD 11),706,165,0,871,0
Precinct,602 - Beville (CD 11),1260,430,2,1692,0
Precinct,603 - Hampton (CD 11),631,144,1,776,0
Precinct,604 - Gideon (CD 11),658,226,1,885,0
Precinct,605 - Minnieville (CD 11),723,337,2,1062,0
Precinct,606 - Bel Air (CD 11),677,325,4,1006,0
Precinct,607 - Kerrydale (CD 11),878,323,4,1205,0
Precinct,608 - Enterprise (CD 11),802,287,1,1090,0
Precinct,609 - King (CD 1),6,0,0,6,0
Precinct,609 - King (CD 11),1052,410,5,1467,0
Precinct,610 - Fitzgerald (CD 11),887,304,1,1192,0
Precinct,611 - Neabsco (CD 11),648,198,0,846,0
Precinct,701 - Belmont (CD 11),772,422,2,1196,0
Precinct,702 - Library (CD 11),844,252,1,1097,0
Precinct,703 - Lynn (CD 11),454,113,1,568,0
Precinct,704 - Porter (CD 11),862,154,0,1016,0
Precinct,705 - Potomac View (CD 11),439,260,2,701,0
Precinct,706 - Rippon (CD 11),876,383,0,1259,0
Precinct,707 - Kilby (CD 11),586,213,2,801,0
Precinct,708 - River Oaks (CD 11),1027,196,1,1224,0
Precinct,709 - Freedom (CD 11),1031,193,2,1226,0
Precinct,710 - Powells Creek (CD 11),835,136,2,973,0
Precinct,711 - Grayson (CD 11),864,244,1,1109,0
Precinct,712 - Leesylvania (CD 11),878,419,0,1297,0
Precinct,Ab - Central Absentee Precinct (CD 1),3013,2503,2,5518,0
Precinct,Ab - Central Absentee Precinct (CD 10),1657,1620,2,3279,0
Precinct,Ab - Central Absentee Precinct (CD 11),3308,1492,10,4810,0
Precinct,Provisional (CD 1),19,26,0,45,0
Precinct,Provisional (CD 10),9,7,0,16,0
Precinct,Provisional (CD 11),25,16,0,41,0
Locality,Pulaski County,3590,8042,15,11647,0
Precinct,101 - Belspring,163,299,2,464,0
Precinct,102 - New River,579,772,2,1353,0
Precinct,103 - West Cloyd,211,546,0,757,0
Precinct,201 - Draper,230,629,0,859,0
Precinct,202 - South Pulaski,54,115,0,169,0
Precinct,203 - Newbern,425,872,1,1298,0
Precinct,301 - Dublin,332,909,1,1242,0
Precinct,302 - Hiwassee,49,206,0,255,0
Precinct,304 - Snowville,174,513,0,687,0
Precinct,401 - Massie,489,1154,4,1647,0
Precinct,402 - Walker,115,471,1,587,0
Precinct,501 - Robinson,570,1151,3,1724,0
Precinct,Ab - Central Absentee Precinct,198,398,1,597,0
Precinct,Provisional,1,7,0,8,0
Locality,Radford City,2142,1747,8,3897,0
Precinct,1 - East Precinct,842,477,2,1321,0
Precinct,2 - Central Precinct,625,543,1,1169,0
Precinct,3 - West Precinct,529,647,5,1181,0
Precinct,Ab - Central Absentee Precinct,144,80,0,224,0
Precinct,Provisional,2,0,0,2,0
Locality,Rappahannock County,1498,1762,4,3264,0
Precinct,101 - Washington,311,336,1,648,0
Precinct,201 - Amissville,210,381,0,591,0
Precinct,301 - Sperryville,324,287,1,612,0
Precinct,401 - Scrabble,248,293,1,542,0
Precinct,501 - Chester Gap,73,175,0,248,0
Precinct,502 - Flint Hill,178,172,1,351,0
Precinct,Ab - Central Absentee Precinct,151,116,0,267,0
Precinct,Provisional,3,2,0,5,0
Locality,Richmond City,57170,13518,76,70764,0
Precinct,101 - One Hundred One (CD 4),813,640,2,1455,0
Precinct,102 - One Hundred Two (CD 4),381,413,1,795,0
Precinct,104 - One Hundred Four (CD 4),606,654,1,1261,0
Precinct,105 - One Hundred Five (CD 4),697,430,0,1127,0
Precinct,106 - One Hundred Six (CD 4),427,889,1,1317,0
Precinct,111 - One Hundred Eleven (CD 4),674,382,1,1057,0
Precinct,112 - One Hundred Twelve (CD 4),598,325,1,924,0
Precinct,113 - One Hundred Thirteen (CD 4),1105,247,2,1354,0
Precinct,114 - One Hundred Fourteen (CD 4),1284,345,4,1633,0
Precinct,203 - Two Hundred Three (CD 4),1269,334,1,1604,0
Precinct,204 - Two Hundred Four (CD 4),1087,300,0,1387,0
Precinct,206 - Two Hundred Six (CD 4),662,115,0,777,0
Precinct,207 - Two Hundred Seven (CD 4),1154,341,4,1499,0
Precinct,208 - Two Hundred Eight (CD 4),1021,267,0,1288,0
Precinct,213 - Two Hundred Thirteen (CD 4),1445,69,1,1515,0
Precinct,214 - Two Hundred Fourteen (CD 4),1360,115,2,1477,0
Precinct,301 - Three Hundred One (CD 4),475,30,0,505,0
Precinct,302 - Three Hundred Two (CD 4),676,97,1,774,0
Precinct,303 - Three Hundred Three (CD 4),565,32,1,598,0
Precinct,304 - Three Hundred Four (CD 4),805,32,0,837,0
Precinct,305 - Three Hundred Five (CD 4),801,75,1,877,0
Precinct,306 - Three Hundred Six (CD 4),643,48,2,693,0
Precinct,307 - Three Hundred Seven (CD 4),851,209,0,1060,0
Precinct,308 - Three Hundred Eight (CD 4),897,230,2,1129,0
Precinct,309 - Three Hundred Nine (CD 4),523,254,2,779,0
Precinct,310 - Three Hundred Ten (CD 4),202,7,1,210,0
Precinct,402 - Four Hundred Two (CD 4),1370,510,0,1880,0
Precinct,404 - Four Hundred Four (CD 4),1133,314,3,1450,0
Precinct,409 - Four Hundred Nine (CD 4),1287,879,1,2167,0
Precinct,410 - Four Hundred Ten (CD 4),757,349,0,1106,0
Precinct,412 - Four Hundred Twelve (CD 4),723,230,0,953,0
Precinct,413 - Four Hundred Thirteen (CD 4),836,396,3,1235,0
Precinct,414 - Four Hundred Fourteen (CD 4),809,518,0,1327,0
Precinct,501 - Five Hundred One (CD 4),1290,194,1,1485,0
Precinct,503 - Five Hundred Three (CD 4),1245,126,1,1372,0
Precinct,504 - Five Hundred Four (CD 4),1473,181,1,1655,0
Precinct,505 - Five Hundred Five (CD 4),634,81,0,715,0
Precinct,508 - Five Hundred Eight (CD 4),648,121,2,771,0
Precinct,509 - Five Hundred Nine (CD 4),725,60,0,785,0
Precinct,510 - Five Hundred Ten (CD 4),953,82,2,1037,0
Precinct,602 - Six Hundred Two (CD 4),403,13,0,416,0
Precinct,603 - Six Hundred Three (CD 4),715,40,0,755,0
Precinct,604 - Six Hundred Four (CD 4),504,35,3,542,0
Precinct,606 - Six Hundred Six (CD 4),867,30,0,897,0
Precinct,607 - Six Hundred Seven (CD 4),907,156,1,1064,0
Precinct,609 - Six Hundred Nine (CD 4),977,86,0,1063,0
Precinct,610 - Six Hundred Ten (CD 4),487,21,1,509,0
Precinct,701 - Seven Hundred One (CD 4),474,18,1,493,0
Precinct,702 - Seven Hundred Two (CD 4),595,42,1,638,0
Precinct,703 - Seven Hundred Three (CD 4),743,62,1,806,0
Precinct,705 - Seven Hundred Five (CD 4),739,96,1,836,0
Precinct,706 - Seven Hundred Six (CD 4),1091,99,0,1190,0
Precinct,707 - Seven Hundred Seven (CD 4),1637,250,5,1892,0
Precinct,708 - Seven Hundred Eight (CD 4),1062,180,5,1247,0
Precinct,802 - Eight Hundred Two (CD 4),568,29,0,597,0
Precinct,806 - Eight Hundred Six (CD 4),748,76,1,825,0
Precinct,810 - Eight Hundred Ten (CD 4),608,61,1,670,0
Precinct,811 - Eight Hundred Eleven (CD 4),622,59,0,681,0
Precinct,812 - Eight Hundred Twelve (CD 4),1091,134,1,1226,0
Precinct,814 - Eight Hundred Fourteen (CD 4),608,46,1,655,0
Precinct,902 - Nine Hundred Two (CD 4),310,29,1,340,0
Precinct,903 - Nine Hundred Three (CD 4),741,90,0,831,0
Precinct,908 - Nine Hundred Eight (CD 4),742,63,0,805,0
Precinct,909 - Nine Hundred Nine (CD 4),924,95,1,1020,0
Precinct,910 - Nine Hundred Ten (CD 4),691,88,1,780,0
Precinct,911 - Nine Hundred Eleven (CD 4),798,33,2,833,0
Precinct,AB - Central Absentee Precinct (CD 4),2571,659,3,3233,0
Precinct,Provisional (CD 4),43,7,0,50,0
Locality,Richmond County,856,1503,0,2359,0
Precinct,101 - Precinct 1-1,285,173,0,458,0
Precinct,201 - Precinct 2-1,127,311,0,438,0
Precinct,301 - Precinct 3-1,140,287,0,427,0
Precinct,401 - Precinct 4-1,142,318,0,460,0
Precinct,501 - Precinct 5-1,121,347,0,468,0
Precinct,Ab - Central Absentee Precinct,41,67,0,108,0
Precinct,Provisional,0,0,0,0,0
Locality,Roanoke City,14934,9169,18,24121,0
Precinct,1 -Peters Creek,896,169,0,1065,0
Precinct,2 - Grandview,753,347,1,1101,0
Precinct,3 -Preston Park,463,594,0,1057,0
Precinct,4 - Williamson Road,548,421,0,969,0
Precinct,5 - East Gate,380,580,2,962,0
Precinct,6 - Hollins Road,447,373,1,821,0
Precinct,7 - Southeast,310,353,2,665,0
Precinct,8 - Lincoln Terrace,655,46,0,701,0
Precinct,9 - Highland,701,218,0,919,0
Precinct,10 - Old Southwest-Wasena,835,364,3,1202,0
Precinct,11 - Raleigh Court,944,569,2,1515,0
Precinct,12 - South Roanoke,651,686,0,1337,0
Precinct,13 - Garden City,384,654,1,1039,0
Precinct,14 - Crystal Spring,759,670,0,1429,0
Precinct,15 - Grandin Court,759,586,0,1345,0
Precinct,16 - Deyerle,771,808,2,1581,0
Precinct,17 - Lee-Hi,716,447,2,1165,0
Precinct,18 - Virginia Heights-Norwich,874,280,1,1155,0
Precinct,18 - Summit Hills,637,415,0,1052,0
Precinct,19 - Forest Park,466,59,0,525,0
Precinct,20 - Eureka Park,1176,89,0,1265,0
Precinct,AB - Central Absentee Precinct,791,429,1,1221,0
Precinct,Provisional,18,12,0,30,0
Locality,Roanoke County,12182,20904,53,33139,0
Precinct,101 - Catawba (CD 9),101,287,0,388,0
Precinct,102 - Mason Valley (CD 9),86,267,1,354,0
Precinct,103 - Glenvar (CD 9),282,632,0,914,0
Precinct,104 - Northside (CD 9),351,407,0,758,0
Precinct,105 - Peters Creek (CD 9),584,937,1,1522,0
Precinct,106 - Green Hill (CD 9),497,986,1,1484,0
Precinct,107 - Bennett Springs (CD 9),117,368,0,485,0
Precinct,108 - Wildwood (CD 9),232,481,0,713,0
Precinct,201 - Plantation (CD 6),299,543,3,845,0
Precinct,202 - Burlington (CD 6),257,318,0,575,0
Precinct,203 - Mountain View (CD 6),498,972,17,1487,0
Precinct,204 - Botetourt Springs (CD 9),502,718,3,1223,0
Precinct,205 - Orchards (CD 6),520,1156,1,1677,0
Precinct,206 - Hollins (CD 6),203,278,5,486,0
Precinct,301 - Bent Mountain (CD 9),133,242,1,376,0
Precinct,302 - Poages Mill (CD 6),550,1145,2,1697,0
Precinct,303 - Windsor Hills (CD 6),317,519,3,839,0
Precinct,304 - Oak Grove (CD 6),693,1070,1,1764,0
Precinct,305 - Castle Rock (CD 6),756,1084,2,1842,0
Precinct,306 - Garst Mill (CD 6),338,429,0,767,0
Precinct,402 - Bonsack (CD 6),98,245,2,345,0
Precinct,403 - North Vinton (CD 6),280,574,0,854,0
Precinct,404 - South Vinton (CD 6),384,627,1,1012,0
Precinct,405 - Lindenwood (CD 6),591,1211,0,1802,0
Precinct,406 - Mount Pleasant (CD 6),361,839,0,1200,0
Precinct,501 - Cotton Hill (CD 6),363,582,0,945,0
Precinct,502 - Penn Forest (CD 6),328,460,1,789,0
Precinct,503 - Cave Spring (CD 6),415,635,0,1050,0
Precinct,504 - Ogden (CD 6),348,362,1,711,0
Precinct,505 - Clearbrook (CD 6),225,467,0,692,0
Precinct,506 - Mount Vernon (CD 6),345,393,2,740,0
Precinct,507 - Hunting Hills (CD 6),583,844,2,1429,0
Precinct,Ab - Central Absentee Precinct (CD 6),536,819,3,1358,0
Precinct,Ab - Central Absentee Precinct (CD 9),0,0,0,0,0
Precinct,Provisional (CD 6),7,5,0,12,0
Precinct,Provisional (CD 9),2,2,0,4,0
Locality,Rockbridge County,2907,4946,6,7859,0
Precinct,101 - Airport,317,416,2,735,0
Precinct,102 - Ben Salem,182,331,1,514,0
Precinct,103 - Plank Road,78,191,0,269,0
Precinct,104 - Effinger,100,211,0,311,0
Precinct,201 - Collierstown,194,275,1,470,0
Precinct,202 - Highland Belle,370,540,0,910,0
Precinct,203 - Vo-tech,131,113,0,244,0
Precinct,301 - Maury River,159,258,0,417,0
Precinct,302 - Natural Bridge,121,257,0,378,0
Precinct,303 - Falling Spring,60,165,0,225,0
Precinct,401 - Fairfield,146,339,0,485,0
Precinct,402 - Mountain View,196,446,1,643,0
Precinct,403 - Vesuvius,48,156,0,204,0
Precinct,501 - Goshen,33,171,0,204,0
Precinct,502 - Meadowview,196,252,0,448,0
Precinct,503 - Rockbridge Baths,129,191,1,321,0
Precinct,504 - Rockbridge,213,369,0,582,0
Precinct,Ab - Central Absentee Precinct,230,260,0,490,0
Precinct,Provisional,4,5,0,9,0
Locality,Rockingham County,6943,18138,17,25098,0
Precinct,101 - Broadway,325,841,1,1167,0
Precinct,102 - Timberville,146,406,1,553,0
Precinct,103 - Fulks Run,99,538,0,637,0
Precinct,104 - Bergton,40,214,0,254,0
Precinct,105 - Lacey Spring,93,436,0,529,0
Precinct,106 - Tenth Legion,84,379,0,463,0
Precinct,107 - Plains,118,439,1,558,0
Precinct,108 - Little North Mountain,78,280,1,359,0
Precinct,201 - Singers Glen,177,603,0,780,0
Precinct,202 - Edom,393,839,2,1234,0
Precinct,203 - Dayton,191,410,0,601,0
Precinct,204 - Mt Clinton,206,679,1,886,0
Precinct,205 - Silver Lake,336,833,0,1169,0
Precinct,301 - Keezletown,133,430,0,563,0
Precinct,302 - Port Republic,226,656,0,882,0
Precinct,303 - Melrose,126,395,0,521,0
Precinct,304 - Grottoes,169,563,0,732,0
Precinct,305 - Massanetta Springs,482,634,0,1116,0
Precinct,306 - Cross Keys,87,251,0,338,0
Precinct,307 - Crossroads,575,908,0,1483,0
Precinct,401 - Bridgewater,664,1129,1,1794,0
Precinct,402 - Montezuma,182,704,2,888,0
Precinct,403 - Mt Crawford,42,96,0,138,0
Precinct,404 - North River,226,572,1,799,0
Precinct,405 - Ottobine,134,763,0,897,0
Precinct,501 - Elkton,209,607,1,817,0
Precinct,502 - Swift Run,191,987,1,1179,0
Precinct,503 - Mcgaheysville,279,802,1,1082,0
Precinct,504 - South Fork,87,425,0,512,0
Precinct,505 - Stony Run,392,615,2,1009,0
Precinct,Ab - Central Absentee Precinct,450,696,1,1147,0
Precinct,Provisional,3,8,0,11,0
Locality,Russell County,1483,5160,7,6650,0
Precinct,101 - Moccasin,69,399,0,468,0
Precinct,102 - Copper Creek,83,289,0,372,0
Precinct,103 - South Castlewood,70,211,1,282,0
Precinct,201 - North Castlewood,169,597,0,766,0
Precinct,202 - Dante,29,111,0,140,0
Precinct,301 - Cooks Mill,32,109,0,141,0
Precinct,302 - Daugherty,52,192,0,244,0
Precinct,303 - New Garden,90,311,0,401,0
Precinct,304 - Cleveland,70,178,0,248,0
Precinct,401 - Drill,23,41,1,65,0
Precinct,402 - Swords Creek,83,494,1,578,0
Precinct,403 - Honaker,69,168,2,239,0
Precinct,501 - West Lebanon,237,813,1,1051,0
Precinct,601 - East Lebanon,106,464,1,571,0
Precinct,602 - Elk Garden,128,532,0,660,0
Precinct,Ab - Central Absentee Precinct,173,251,0,424,0
Precinct,Provisional,0,0,0,0,0
Locality,Salem City,3061,5058,6,8125,0
Precinct,1 - North Salem No 2,472,591,2,1065,0
Precinct,2 - Conehurst,164,253,1,418,0
Precinct,3 - Beverly Heights,162,406,0,568,0
Precinct,4 - West Salem,279,549,2,830,0
Precinct,5 - North Salem No 1,447,562,1,1010,0
Precinct,6 - South Salem No 1,210,276,0,486,0
Precinct,7 - South Salem No 2,269,453,0,722,0
Precinct,8 - East Salem,93,182,0,275,0
Precinct,9 - South Side Hills,325,750,0,1075,0
Precinct,10 - Hidden Valley,450,710,0,1160,0
Precinct,Ab - Central Absentee Precinct,190,326,0,516,0
Precinct,Provisional,0,0,0,0,0
Locality,Scott County,1096,4972,9,6077,0
Precinct,101 - Weber City,78,325,1,404,0
Precinct,102 - Yuma,99,416,0,515,0
Precinct,202 - Weber City East,50,284,0,334,0
Precinct,203 - Hiltons,97,448,0,545,0
Precinct,204 - Clark's,23,121,0,144,0
Precinct,301 - Nickelsville,44,326,1,371,0
Precinct,302 - Snowflake,48,257,0,305,0
Precinct,303 - Twin Springs,57,218,3,278,0
Precinct,304 - Copper Creek,18,66,0,84,0
Precinct,401 - Gate City,199,837,3,1039,0
Precinct,501 - Dungannon,59,165,0,224,0
Precinct,502 - Fort Blackmore,52,177,0,229,0
Precinct,503 - Manville,22,122,0,144,0
Precinct,504 - Rye Cove,40,276,1,317,0
Precinct,601 - Clinchport,29,191,0,220,0
Precinct,602 - Duffield-pattonsville,79,401,0,480,0
Precinct,603 - Fairview,33,82,0,115,0
Precinct,Ab - Central Absentee Precinct,69,260,0,329,0
Precinct,Provisional,0,0,0,0,0
Locality,Shenandoah County,3914,9258,12,13184,0
Precinct,101 - Orkney Springs,221,423,0,644,0
Precinct,103 - New Market,402,1085,0,1487,0
Precinct,201 - Conicville,242,770,2,1014,0
Precinct,202 - Mt Jackson,250,613,1,864,0
Precinct,302 - Edinburg,253,717,0,970,0
Precinct,303 - St Luke,210,788,0,998,0
Precinct,304 - Fort Valley,148,393,1,542,0
Precinct,401 - Woodstock,696,1336,3,2035,0
Precinct,501 - Cedar Creek,37,61,0,98,0
Precinct,503 - Toms Brook,391,985,2,1378,0
Precinct,504 - Lebanon Church,235,660,3,898,0
Precinct,601 - Strasburg,567,1043,0,1610,0
Precinct,Ab - Central Absentee Precinct,260,378,0,638,0
Precinct,Provisional,2,6,0,8,0
Locality,Smyth County,1718,6149,2,7869,0
Precinct,101 - Saltville,212,772,0,984,0
Precinct,201 - Seven Mile Ford,121,594,1,716,0
Precinct,202 - Rich Valley,82,200,0,282,0
Precinct,301 - Chilhowie,166,782,0,948,0
Precinct,302 - St Clair,40,235,0,275,0
Precinct,401 - East Park,191,466,0,657,0
Precinct,402 - West Park,105,213,0,318,0
Precinct,501 - Atkins,102,587,0,689,0
Precinct,502 - Wassona,177,349,0,526,0
Precinct,601 - Royal Oak East,152,481,1,634,0
Precinct,602 - Royal Oak West,77,289,0,366,0
Precinct,701 - Adwolfe,87,612,0,699,0
Precinct,702 - Sugar Grove,110,330,0,440,0
Precinct,703 - Konnarock,10,71,0,81,0
Precinct,Ab - Central Absentee Precinct,86,166,0,252,0
Precinct,Provisional,0,2,0,2,0
Locality,Southampton County,2517,3603,4,6124,0
Precinct,101 - Berlin,86,351,1,438,0
Precinct,102 - Ivor,239,360,0,599,0
Precinct,201 - Boykins,345,242,1,588,0
Precinct,202 - Branchville,78,121,0,199,0
Precinct,301 - Capron,248,249,0,497,0
Precinct,302 - Sebrell,176,274,0,450,0
Precinct,401 - Drewryville,177,160,0,337,0
Precinct,501 - Hunterdale,234,518,1,753,0
Precinct,502 - Forks-of-the-river,154,166,0,320,0
Precinct,601 - Courtland,283,398,1,682,0
Precinct,602 - Sedley,50,218,0,268,0
Precinct,701 - Blackwater River,182,117,0,299,0
Precinct,702 - Newsoms,166,305,0,471,0
Precinct,Ab - Central Absentee Precinct,98,123,0,221,0
Precinct,Provisional,1,1,0,2,0
Locality,Spotsylvania County,15713,20869,37,36619,0
Precinct,101 - Partlow (CD 7),264,708,1,973,0
Precinct,102 - Blaydes Corner (CD 7),320,679,3,1002,0
Precinct,103 - Travelers Rest (CD 7),547,748,0,1295,0
Precinct,103 - Travelers Rest (CD 1),13,4,0,17,0
Precinct,104 - Massaponax (CD 1),562,740,2,1304,0
Precinct,201 - Wilderness School (CD 7),467,669,0,1136,0
Precinct,202 - Wilderness Fire (CD 7),431,727,2,1160,0
Precinct,203 - Ni River / Elys Ford (CD 7),382,784,1,1167,0
Precinct,204 - Chancellor (CD 7),684,703,1,1388,0
Precinct,301 - Plank Road (CD 7),576,784,2,1362,0
Precinct,302 - Hazel Run (CD 7),755,737,4,1496,0
Precinct,303 - Riverbend (CD 7),764,1185,3,1952,0
Precinct,401 - Summit (CD 1),709,762,0,1471,0
Precinct,402 - Parkside (CD 1),638,587,2,1227,0
Precinct,402 - Parkside (CD 7),134,131,0,265,0
Precinct,403 - Lee Hill (CD 1),846,983,0,1829,0
Precinct,501 - Belmont (CD 7),261,600,0,861,0
Precinct,502 - Brokenburg (CD 7),206,574,1,781,0
Precinct,503 - Post Oak (CD 7),218,649,0,867,0
Precinct,504 - Courthouse (CD 7),521,763,2,1286,0
Precinct,505 - Brock (CD 7),474,982,0,1456,0
Precinct,601 - Salem (CD 7),702,776,4,1482,0
Precinct,602 - Smith Station (CD 7),978,892,1,1871,0
Precinct,603 - Piedmont (CD 7),395,506,1,902,0
Precinct,701 - Battlefield (CD 1),597,586,1,1184,0
Precinct,702 - Brents Mill (CD 1),369,348,1,718,0
Precinct,702 - Brents Mill (CD 7),314,343,0,657,0
Precinct,703 - Fairview (CD 7),261,204,2,467,0
Precinct,703 - Fairview (CD 1),97,100,0,197,0
Precinct,704 - Gayle (CD 7),602,624,0,1226,0
Precinct,704 - Gayle (CD 1),383,404,0,787,0
Precinct,Ab - Central Absentee Precinct (CD 1),362,383,0,745,0
Precinct,Ab - Central Absentee Precinct (CD 7),875,1201,2,2078,0
Precinct,Provisional (CD 1),3,1,0,4,0
Precinct,Provisional (CD 7),3,2,1,6,0
Locality,Stafford County,18705,21684,38,40427,0
Precinct,101 - Hartwood,728,1567,2,2297,0
Precinct,102 - Rocky Run,632,724,0,1356,0
Precinct,103 - Simpson,562,805,0,1367,0
Precinct,104 - College,738,969,0,1707,0
Precinct,201 - Rock Hill,552,736,2,1290,0
Precinct,202 - Roseville,846,847,2,1695,0
Precinct,203 - Ruby,358,796,1,1155,0
Precinct,204 - Stefaniga,739,1053,1,1793,0
Precinct,301 - Griffis,637,321,0,958,0
Precinct,302 - Widewater,928,650,2,1580,0
Precinct,303 - Harbour,379,597,0,976,0
Precinct,304 - Barrett,333,258,2,593,0
Precinct,401 - Aquia,351,170,0,521,0
Precinct,402 - Courthouse,1122,658,2,1782,0
Precinct,403 - Brooke,684,1062,1,1747,0
Precinct,404 - Government Island,509,723,1,1233,0
Precinct,501 - Grafton,785,1115,1,1901,0
Precinct,502 - Falmouth,612,741,4,1357,0
Precinct,503 - Drew,534,682,2,1218,0
Precinct,504 - Gayle,740,546,2,1288,0
Precinct,601 - Ferry Farm,529,861,0,1390,0
Precinct,602 - Chatham,741,819,2,1562,0
