,,Mark Robert Warner,Daniel Mac Arthur Gade,Write-Ins,Total Votes Cast,Undervotes
Precinct,101 - Richard Bland (CD 4),159,385,0,544,0
Precinct,102 - Templeton (CD 4),250,1189,1,1440,0
Precinct,103 - Union Branch (CD 4),259,563,2,824,0
Precinct,104 - Rives (CD 4),201,292,0,493,0
Precinct,105 - Harrison (CD 4),71,314,0,385,0
Precinct,201 - Bland (CD 4),207,559,1,767,0
Precinct,202 - Black Water (CD 4),237,614,0,851,0
Precinct,203 - Brandon (CD 4),93,331,0,424,0
Precinct,204 - Courts Bldg (CD 4),271,382,0,653,0
Precinct,205 - Jefferson Park (CD 4),379,263,0,642,0
Precinct,Ab - Central Absentee Precinct (CD 4),5072,4950,6,10028,0
Precinct,Provisional (CD 4),0,0,0,0,0
Locality,Prince William County,144162,80070,183,224415,0
Precinct,101 - Brentsville (CD 1),243,808,0,1051,0
Precinct,102 - Cedar Point (CD 1),311,509,0,820,0
Precinct,103 - Glenkirk (CD 1),212,359,0,571,0
Precinct,104 - Nokesville (CD 1),221,613,0,834,0
Precinct,105 - Limestone (CD 1),316,441,0,757,0
Precinct,106 - Westgate (CD 1),441,240,0,681,0
Precinct,107 - Marsteller (CD 1),310,445,0,755,0
Precinct,108 - Victory (CD 1),457,506,0,963,0
Precinct,109 - Chris Yung (CD 1),357,403,0,760,0
Precinct,110 - Buckland Mills (CD 10),190,238,2,430,0
Precinct,110 - Buckland Mills (CD 1),73,80,0,153,0
Precinct,111 - Bristow Run (CD 1),122,192,0,314,0
Precinct,112 - Burke-nickens (CD 10),281,436,5,722,0
Precinct,112 - Burke-nickens (CD 1),8,15,2,25,0
Precinct,114 - Piney Branch (CD 1),140,217,0,357,0
Precinct,201 - Saunders (CD 11),340,236,0,576,0
Precinct,202 - Marshall (CD 1),187,370,0,557,0
Precinct,203 - Bennett (CD 1),285,453,0,738,0
Precinct,204 - Ellis (CD 1),403,333,0,736,0
Precinct,205 - Buckhall (CD 10),293,516,0,809,0
Precinct,206 - Coles (CD 1),154,392,0,546,0
Precinct,207 - Spriggs (CD 1),380,366,0,746,0
Precinct,208 - Hylton (CD 1),124,327,0,451,0
Precinct,209 - Independent Hill (CD 1),122,374,0,496,0
Precinct,210 - Penn (CD 11),16,34,0,50,0
Precinct,210 - Penn (CD 1),120,310,0,430,0
Precinct,211 - Signal Hill (CD 10),293,496,0,789,0
Precinct,212 - Yorkshire (CD 10),690,505,0,1195,0
Precinct,213 - Saratoga (CD 1),298,180,0,478,0
Precinct,214 - Lucasville (CD 1),176,425,0,601,0
Precinct,215 - Rosa Parks (CD 11),282,255,0,537,0
Precinct,301 - Dumfries (CD 11),289,156,0,445,0
Precinct,302 - Potomac (CD 11),306,91,0,397,0
Precinct,303 - Graham Park (CD 11),292,146,0,438,0
Precinct,304 - Quantico (CD 1),108,119,0,227,0
Precinct,305 - Pattie (CD 1),258,366,0,624,0
Precinct,306 - Washington-reid (CD 1),196,220,0,416,0
Precinct,307 - Henderson (CD 1),206,309,0,515,0
Precinct,308 - Montclair (CD 1),190,269,0,459,0
Precinct,309 - Ashland (CD 1),176,277,0,453,0
Precinct,310 - Forest Park (CD 1),314,215,0,529,0
Precinct,311 - Swans Creek (CD 11),590,309,0,899,0
Precinct,312 - Triangle (CD 1),59,50,0,109,0
Precinct,312 - Triangle (CD 11),289,198,0,487,0
Precinct,313 - Cardinal (CD 1),280,197,0,477,0
Precinct,314 - Cabin Branch (CD 1),208,222,0,430,0
Precinct,315 - Williams (CD 11),226,67,0,293,0
Precinct,401 - Evergreen (CD 10),167,520,0,687,0
Precinct,402 - Battlefield (CD 10),151,416,0,567,0
Precinct,403 - Bull Run (CD 10),181,272,0,453,0
Precinct,404 - Ben Lomond (CD 1),334,233,0,567,0
Precinct,405 - Unity Braxton (CD 1),585,342,0,927,0
Precinct,406 - Alvey (CD 10),36,99,0,135,0
Precinct,407 - Heritage Hunt (CD 10),98,306,0,404,0
Precinct,408 - Sudley (CD 1),331,341,0,672,0
Precinct,409 - Tyler (CD 10),335,385,0,720,0
Precinct,410 - Mountain View (CD 10),191,316,0,507,0
Precinct,411 - Mullen (CD 1),545,261,0,806,0
Precinct,412 - Catharpin (CD 10),107,386,0,493,0
Precinct,413 - Reagan (CD 10),193,478,0,671,0
Precinct,501 - Lake Ridge (CD 1),307,297,0,604,0
Precinct,502 - Occoquan (CD 11),300,229,0,529,0
Precinct,503 - Old Bridge (CD 11),312,202,0,514,0
Precinct,504 - Rockledge (CD 11),286,215,0,501,0
Precinct,505 - Mohican (CD 1),303,357,0,660,0
Precinct,506 - Bethel (CD 11),435,322,0,757,0
Precinct,507 - Chinn (CD 11),290,268,0,558,0
Precinct,508 - Springwoods (CD 1),237,185,0,422,0
Precinct,509 - Mc Coart (CD 1),133,301,0,434,0
Precinct,510 - Yates Ford (CD 10),196,440,0,636,0
Precinct,511 - Westridge (CD 1),305,319,0,624,0
Precinct,512 - York (CD 11),482,188,0,670,0
Precinct,513 - Lynnwood (CD 11),320,340,0,660,0
Precinct,514 - Antietam (CD 11),425,352,0,777,0
Precinct,601 - Dale (CD 11),486,175,0,661,0
Precinct,602 - Beville (CD 11),508,226,0,734,0
Precinct,603 - Hampton (CD 11),374,136,0,510,0
Precinct,604 - Gideon (CD 11),391,184,0,575,0
Precinct,605 - Minnieville (CD 11),374,228,3,605,0
Precinct,606 - Bel Air (CD 11),428,250,2,680,0
Precinct,607 - Kerrydale (CD 11),411,217,0,628,0
Precinct,608 - Enterprise (CD 11),411,217,0,628,0
Precinct,609 - King (CD 1),15,5,0,20,0
Precinct,609 - King (CD 11),408,271,2,681,0
Precinct,610 - Fitzgerald (CD 11),497,221,0,718,0
Precinct,611 - Neabsco (CD 11),363,173,0,536,0
Precinct,701 - Belmont (CD 11),401,361,0,762,0
Precinct,702 - Library (CD 11),395,180,0,575,0
Precinct,703 - Lynn (CD 11),352,108,0,460,0
Precinct,704 - Porter (CD 11),490,163,0,653,0
Precinct,705 - Potomac View (CD 11),392,199,0,591,0
Precinct,706 - Rippon (CD 11),466,271,0,737,0
Precinct,707 - Kilby (CD 11),500,240,0,740,0
Precinct,708 - River Oaks (CD 11),419,144,0,563,0
Precinct,709 - Freedom (CD 11),401,138,0,539,0
Precinct,710 - Powells Creek (CD 11),418,124,0,542,0
Precinct,711 - Grayson (CD 11),601,236,0,837,0
Precinct,712 - Leesylvania (CD 11),251,213,0,464,0
Precinct,Ab - Central Absentee Precinct (CD 1),48075,21464,69,69608,0
Precinct,Ab - Central Absentee Precinct (CD 10),21798,9840,29,31667,0
Precinct,Ab - Central Absentee Precinct (CD 11),44173,21073,65,65311,0
Precinct,Provisional (CD 1),349,168,1,518,0
Precinct,Provisional (CD 10),101,64,0,165,0
Precinct,Provisional (CD 11),497,126,3,626,0
Locality,Pulaski County,5941,11203,14,17158,0
Precinct,101 - Belspring,126,370,1,497,0
Precinct,102 - New River,305,716,0,1021,0
Precinct,103 - West Cloyd,134,465,0,599,0
Precinct,201 - Draper,120,578,2,700,0
Precinct,202 - South Pulaski,33,90,1,124,0
Precinct,203 - Newbern,247,710,0,957,0
Precinct,301 - Dublin,174,695,1,870,0
Precinct,302 - Hiwassee,79,251,0,330,0
Precinct,304 - Snowville,113,573,1,687,0
Precinct,401 - Massie,237,716,1,954,0
Precinct,402 - Walker,83,372,0,455,0
Precinct,501 - Robinson,276,767,1,1044,0
Precinct,Ab - Central Absentee Precinct,3978,4861,6,8845,0
Precinct,Provisional,36,39,0,75,0
Locality,Radford City,3551,2690,9,6250,0
Precinct,1 - East Precinct,289,316,1,606,0
Precinct,2 - Central Precinct,224,384,2,610,0
Precinct,3 - West Precinct,288,529,2,819,0
Precinct,4 - New River Precinct,318,215,0,533,0
Precinct,Ab - Central Absentee Precinct,2417,1239,4,3660,0
Precinct,Provisional,15,7,0,22,0
Locality,Rappahannock County,2219,2734,4,4957,0
Precinct,101 - Washington,134,359,0,493,0
Precinct,201 - Amissville,146,510,1,657,0
Precinct,301 - Sperryville,143,319,0,462,0
Precinct,401 - Scrabble,112,384,0,496,0
Precinct,501 - Chester Gap,75,292,0,367,0
Precinct,502 - Flint Hill,93,224,0,317,0
Precinct,Ab - Central Absentee Precinct,1500,627,3,2130,0
Precinct,Provisional,16,19,0,35,0
Locality,Richmond City,91222,18205,124,109551,0
Precinct,101 - One Hundred One,0,0,0,0,0
Precinct,101 - One Hundred One (CD 4),268,149,0,417,0
Precinct,102 - One Hundred Two,0,0,0,0,0
Precinct,102 - One Hundred Two (CD 4),179,260,1,440,0
Precinct,104 - One Hundred Four,0,0,0,0,0
Precinct,104 - One Hundred Four (CD 4),275,432,1,708,0
Precinct,105 - One Hundred Five,0,0,0,0,0
Precinct,105 - One Hundred Five (CD 4),293,287,0,580,0
Precinct,106 - One Hundred Six,0,0,0,0,0
Precinct,106 - One Hundred Six (CD 4),178,514,1,693,0
Precinct,111 - One Hundred Eleven,0,0,0,0,0
Precinct,111 - One Hundred Eleven (CD 4),255,300,0,555,0
Precinct,112 - One Hundred Twelve,0,0,0,0,0
Precinct,112 - One Hundred Twelve (CD 4),218,211,0,429,0
Precinct,113 - One Hundred Thirteen,0,0,0,0,0
Precinct,113 - One Hundred Thirteen (CD 4),486,211,1,698,0
Precinct,114 - One Hundred Fourteen,0,0,0,0,0
Precinct,114 - One Hundred Fourteen (CD 4),468,238,1,707,0
Precinct,115 - One Hundred Fifteen (CD 4),230,324,0,554,0
Precinct,115 - One Hundred Fifteen,0,0,0,0,0
Precinct,203 - Two Hundred Three,0,0,0,0,0
Precinct,203 - Two Hundred Three (CD 4),142,81,1,224,0
Precinct,204 - Two Hundred Four,0,0,0,0,0
Precinct,204 - Two Hundred Four (CD 4),436,180,2,618,0
Precinct,206 - Two Hundred Six,0,0,0,0,0
Precinct,206 - Two Hundred Six (CD 4),244,45,2,291,0
Precinct,207 - Two Hundred Seven,0,0,0,0,0
Precinct,207 - Two Hundred Seven (CD 4),437,212,0,649,0
Precinct,208 - Two Hundred Eight,0,0,0,0,0
Precinct,208 - Two Hundred Eight (CD 4),373,189,1,563,0
Precinct,213 - Two Hundred Thirteen,0,0,0,0,0
Precinct,213 - Two Hundred Thirteen (CD 4),803,95,1,899,0
Precinct,214 - Two Hundred Fourteen (CD 4),434,72,0,506,0
Precinct,214 - Two Hundred Fourteen,0,0,0,0,0
Precinct,215 - Two Hundred Fifteen,0,0,0,0,0
Precinct,215 - Two Hundred Fifteen (CD 4),305,150,2,457,0
Precinct,301 - Three Hundred One,0,0,0,0,0
Precinct,301 - Three Hundred One (CD 4),315,30,0,345,0
Precinct,302 - Three Hundred Two,0,0,0,0,0
Precinct,302 - Three Hundred Two (CD 4),215,71,0,286,0
Precinct,303 - Three Hundred Three,0,0,0,0,0
Precinct,303 - Three Hundred Three (CD 4),274,27,1,302,0
Precinct,304 - Three Hundred Four,0,0,0,0,0
Precinct,304 - Three Hundred Four (CD 4),441,28,1,470,0
Precinct,305 - Three Hundred Five,0,0,0,0,0
Precinct,305 - Three Hundred Five (CD 4),400,69,3,472,0
Precinct,306 - Three Hundred Six,0,0,0,0,0
Precinct,306 - Three Hundred Six (CD 4),317,40,1,358,0
Precinct,307 - Three Hundred Seven,0,0,0,0,0
Precinct,307 - Three Hundred Seven (CD 4),208,119,0,327,0
Precinct,308 - Three Hundred Eight,0,0,0,0,0
Precinct,308 - Three Hundred Eight (CD 4),216,149,0,365,0
Precinct,309 - Three Hundred Nine,0,0,0,0,0
Precinct,309 - Three Hundred Nine (CD 4),209,138,1,348,0
Precinct,310 - Three Hundred Ten,0,0,0,0,0
Precinct,310 - Three Hundred Ten (CD 4),267,12,1,280,0
Precinct,402 - Four Hundred Two,0,0,0,0,0
Precinct,402 - Four Hundred Two (CD 4),495,328,1,824,0
Precinct,404 - Four Hundred Four,0,0,0,0,0
Precinct,404 - Four Hundred Four (CD 4),502,205,2,709,0
Precinct,409 - Four Hundred Nine,0,0,0,0,0
Precinct,409 - Four Hundred Nine (CD 4),246,338,2,586,0
Precinct,410 - Four Hundred Ten,0,0,0,0,0
Precinct,410 - Four Hundred Ten (CD 4),429,238,0,667,0
Precinct,412 - Four Hundred Twelve,0,0,0,0,0
Precinct,412 - Four Hundred Twelve (CD 4),442,162,0,604,0
Precinct,413 - Four Hundred Thirteen,0,0,0,0,0
Precinct,413 - Four Hundred Thirteen (CD 4),226,219,1,446,0
Precinct,414 - Four Hundred Fourteen,0,0,0,0,0
Precinct,414 - Four Hundred Fourteen (CD 4),269,325,0,594,0
Precinct,415 - Four Hundred Fifteen,0,0,0,0,0
Precinct,415 - Four Hundred Fifteen (CD 4),209,284,0,493,0
Precinct,501 - Five Hundred One,0,0,0,0,0
Precinct,501 - Five Hundred One (CD 4),494,162,1,657,0
Precinct,503 - Five Hundred Three,0,0,0,0,0
Precinct,503 - Five Hundred Three (CD 4),579,109,1,689,0
Precinct,504 - Five Hundred Four,0,0,0,0,0
Precinct,504 - Five Hundred Four (CD 4),723,161,4,888,0
Precinct,505 - Five Hundred Five,0,0,0,0,0
Precinct,505 - Five Hundred Five (CD 4),389,85,1,475,0
Precinct,508 - Five Hundred Eight,0,0,0,0,0
Precinct,508 - Five Hundred Eight (CD 4),303,116,1,420,0
Precinct,509 - Five Hundred Nine,0,0,0,0,0
Precinct,509 - Five Hundred Nine (CD 4),510,57,0,567,0
Precinct,510 - Five Hundred Ten,0,0,0,0,0
Precinct,510 - Five Hundred Ten (CD 4),587,94,1,682,0
Precinct,602 - Six Hundred Two,0,0,0,0,0
Precinct,602 - Six Hundred Two (CD 4),478,17,3,498,0
Precinct,603 - Six Hundred Three,0,0,0,0,0
Precinct,603 - Six Hundred Three (CD 4),500,46,0,546,0
Precinct,604 - Six Hundred Four,0,0,0,0,0
Precinct,604 - Six Hundred Four (CD 4),418,26,0,444,0
Precinct,606 - Six Hundred Six,0,0,0,0,0
Precinct,606 - Six Hundred Six (CD 4),543,39,0,582,0
Precinct,607 - Six Hundred Seven,0,0,0,0,0
Precinct,607 - Six Hundred Seven (CD 4),382,131,1,514,0
Precinct,609 - Six Hundred Nine,0,0,0,0,0
Precinct,609 - Six Hundred Nine (CD 4),829,169,2,1000,0
Precinct,610 - Six Hundred Ten,0,0,0,0,0
Precinct,610 - Six Hundred Ten (CD 4),478,36,1,515,0
Precinct,701 - Seven Hundred One,0,0,0,0,0
Precinct,701 - Seven Hundred One (CD 4),542,29,0,571,0
Precinct,702 - Seven Hundred Two,0,0,0,0,0
Precinct,702 - Seven Hundred Two (CD 4),406,51,1,458,0
Precinct,703 - Seven Hundred Three,0,0,0,0,0
Precinct,703 - Seven Hundred Three (CD 4),545,77,2,624,0
Precinct,705 - Seven Hundred Five,0,0,0,0,0
Precinct,705 - Seven Hundred Five (CD 4),342,80,1,423,0
Precinct,706 - Seven Hundred Six,0,0,0,0,0
Precinct,706 - Seven Hundred Six (CD 4),774,92,1,867,0
Precinct,707 - Seven Hundred Seven,0,0,0,0,0
Precinct,707 - Seven Hundred Seven (CD 4),545,172,1,718,0
Precinct,708 - Seven Hundred Eight,0,0,0,0,0
Precinct,708 - Seven Hundred Eight (CD 4),668,201,1,870,0
Precinct,802 - Eight Hundred Two,0,0,0,0,0
Precinct,802 - Eight Hundred Two (CD 4),435,37,2,474,0
Precinct,806 - Eight Hundred Six,0,0,0,0,0
Precinct,806 - Eight Hundred Six (CD 4),392,65,1,458,0
Precinct,810 - Eight Hundred Ten,0,0,0,0,0
Precinct,810 - Eight Hundred Ten (CD 4),336,77,0,413,0
Precinct,811 - Eight Hundred Eleven,0,0,0,0,0
Precinct,811 - Eight Hundred Eleven (CD 4),543,63,2,608,0
Precinct,812 - Eight Hundred Twelve,0,0,0,0,0
Precinct,812 - Eight Hundred Twelve (CD 4),558,135,1,694,0
Precinct,814 - Eight Hundred Fourteen,0,0,0,0,0
Precinct,814 - Eight Hundred Fourteen (CD 4),317,46,0,363,0
Precinct,902 - Nine Hundred Two,0,0,0,0,0
Precinct,902 - Nine Hundred Two (CD 4),194,33,1,228,0
Precinct,903 - Nine Hundred Three,0,0,0,0,0
Precinct,903 - Nine Hundred Three (CD 4),486,97,1,584,0
Precinct,908 - Nine Hundred Eight,0,0,0,0,0
Precinct,908 - Nine Hundred Eight (CD 4),463,66,0,529,0
Precinct,909 - Nine Hundred Nine,0,0,0,0,0
Precinct,909 - Nine Hundred Nine (CD 4),499,115,1,615,0
Precinct,910 - Nine Hundred Ten,0,0,0,0,0
Precinct,910 - Nine Hundred Ten (CD 4),466,88,1,555,0
Precinct,911 - Nine Hundred Eleven,0,0,0,0,0
Precinct,911 - Nine Hundred Eleven (CD 4),430,32,1,463,0
Precinct,AB - Central Absentee Precinct,0,0,0,0,0
Precinct,AB - Central Absentee Precinct (CD 4),62702,8559,62,71323,0
Precinct,Provisional,0,0,0,0,0
Precinct,Provisional (CD 4),662,110,0,772,0
Locality,Richmond County,1687,2347,3,4037,0
Precinct,101 - Precinct 1-1,163,134,0,297,0
Precinct,201 - Precinct 2-1,107,228,1,336,0
Precinct,301 - Precinct 3-1,61,159,1,221,0
Precinct,401 - Precinct 4-1,101,340,0,441,0
Precinct,501 - Precinct 5-1,102,328,0,430,0
Precinct,Ab - Central Absentee Precinct,1153,1158,1,2312,0
Precinct,Provisional,0,0,0,0,0
Locality,Roanoke City,28345,14499,50,42894,0
Precinct,1 -Peters Creek,370,175,1,546,0
Precinct,2 - Grandview,373,328,1,702,0
Precinct,3 -Preston Park,352,486,1,839,0
Precinct,4 - Williamson Road,356,382,4,742,0
Precinct,5 - East Gate,245,561,0,806,0
Precinct,6 - Hollins Road,348,392,10,750,0
Precinct,7 - Southeast,311,407,1,719,0
Precinct,8 - Lincoln Terrace,401,54,2,457,0
Precinct,9 - Highland,472,258,3,733,0
Precinct,10 - Old Southwest-Wasena,459,378,1,838,0
Precinct,11 - Raleigh Court,387,457,2,846,0
Precinct,12 - South Roanoke,249,391,3,643,0
Precinct,13 - Garden City,330,633,1,964,0
Precinct,14 - Crystal Spring,302,419,1,722,0
Precinct,15 - Grandin Court,310,399,1,710,0
Precinct,16 - Deyerle,220,500,0,720,0
Precinct,17 - Lee-Hi,486,469,0,955,0
Precinct,18 - Summit Hills,396,409,0,805,0
Precinct,19 - Forest Park,499,96,1,596,0
Precinct,20 - Eureka Park,512,87,0,599,0
Precinct,AB - Central Absentee Precinct,20450,7084,16,27550,0
Precinct,Provisional,517,134,1,652,0
Locality,Roanoke County,24043,32642,48,56733,0
Precinct,101 - Catawba (CD 9),95,361,0,456,0
Precinct,102 - Mason Valley (CD 9),92,314,0,406,0
Precinct,103 - Glenvar (CD 9),228,813,0,1041,0
Precinct,104 - Northside (CD 9),182,329,0,511,0
Precinct,105 - Peters Creek (CD 9),272,637,1,910,0
Precinct,106 - Green Hill (CD 9),168,576,0,744,0
Precinct,107 - Bennett Springs (CD 9),108,411,1,520,0
Precinct,108 - Wildwood (CD 9),169,485,0,654,0
Precinct,201 - Plantation (CD 6),227,509,0,736,0
Precinct,202 - Burlington (CD 6),234,338,3,575,0
Precinct,203 - Mountain View (CD 6),235,742,1,978,0
Precinct,204 - Botetourt Springs (CD 9),216,532,0,748,0
Precinct,205 - Orchards (CD 6),150,551,0,701,0
Precinct,206 - Hollins (CD 6),135,282,0,417,0
Precinct,301 - Bent Mountain (CD 9),115,258,1,374,0
Precinct,302 - Poages Mill (CD 6),183,667,0,850,0
Precinct,303 - Windsor Hills (CD 6),119,287,1,407,0
Precinct,304 - Oak Grove (CD 6),173,479,1,653,0
Precinct,305 - Castle Rock (CD 6),235,497,0,732,0
Precinct,306 - Garst Mill (CD 6),122,223,1,346,0
Precinct,401 - South Lindenwood (CD 6),92,272,0,364,0
Precinct,402 - Bonsack (CD 6),51,143,0,194,0
Precinct,403 - North Vinton (CD 6),197,446,2,645,0
Precinct,404 - South Vinton (CD 6),200,426,1,627,0
Precinct,405 - North Lindenwood (CD 6),89,312,0,401,0
Precinct,406 - Mount Pleasant (CD 6),180,650,0,830,0
Precinct,501 - Cotton Hill (CD 6),122,333,0,455,0
Precinct,502 - Penn Forest (CD 6),134,304,1,439,0
Precinct,503 - Cave Spring (CD 6),160,365,0,525,0
Precinct,504 - Ogden (CD 6),231,362,2,595,0
Precinct,505 - Clearbrook (CD 6),118,415,4,537,0
Precinct,506 - Mount Vernon (CD 6),126,265,0,391,0
Precinct,507 - Hunting Hills (CD 6),236,481,0,717,0
Precinct,Ab - Central Absentee Precinct (CD 6),14520,14554,21,29095,0
Precinct,Ab - Central Absentee Precinct (CD 9),4062,3956,7,8025,0
Precinct,Provisional (CD 6),54,46,0,100,0
Precinct,Provisional (CD 9),13,21,0,34,0
Locality,Rockbridge County,4631,7637,6,12274,0
Precinct,101 - Airport,115,329,0,444,0
Precinct,102 - Ben Salem,89,323,1,413,0
Precinct,103 - Plank Road,44,239,0,283,0
Precinct,104 - Effinger,73,240,0,313,0
Precinct,201 - Collierstown,99,315,0,414,0
Precinct,202 - Highland Belle,150,591,0,741,0
Precinct,203 - Vo-tech,63,118,0,181,0
Precinct,301 - Maury River,172,313,0,485,0
Precinct,302 - Natural Bridge,128,411,0,539,0
Precinct,303 - Falling Spring,41,186,0,227,0
Precinct,401 - Fairfield,110,428,0,538,0
Precinct,402 - Mountain View,130,595,1,726,0
Precinct,403 - Vesuvius,53,234,0,287,0
Precinct,501 - Goshen,49,292,0,341,0
Precinct,502 - Meadowview,135,288,0,423,0
Precinct,503 - Rockbridge Baths,95,235,1,331,0
Precinct,504 - Rockbridge,109,397,0,506,0
Precinct,Ab - Central Absentee Precinct,2952,2089,3,5044,0
Precinct,Provisional,24,14,0,38,0
Locality,Rockingham County,13739,29700,29,43468,0
Precinct,101 - Broadway,276,1090,1,1367,0
Precinct,102 - Timberville,197,675,0,872,0
Precinct,103 - Fulks Run,94,822,1,917,0
Precinct,104 - Bergton,59,306,0,365,0
Precinct,105 - Lacey Spring,105,550,0,655,0
Precinct,106 - Tenth Legion,104,517,1,622,0
Precinct,107 - Plains,101,535,1,637,0
Precinct,108 - Little North Mountain,64,389,0,453,0
Precinct,201 - Singers Glen,118,784,0,902,0
Precinct,202 - Edom,235,953,3,1191,0
Precinct,203 - Dayton,169,431,0,600,0
Precinct,204 - Mt Clinton,144,727,0,871,0
Precinct,205 - Silver Lake,175,641,1,817,0
Precinct,301 - Keezletown,153,503,0,656,0
Precinct,302 - Port Republic,156,758,1,915,0
Precinct,303 - Melrose,90,392,0,482,0
Precinct,304 - Grottoes,253,823,3,1079,0
Precinct,305 - Massanetta Springs,296,624,0,920,0
Precinct,306 - Cross Keys,75,271,1,347,0
Precinct,307 - Crossroads,221,614,0,835,0
Precinct,401 - West Bridgewater,152,464,0,616,0
Precinct,402 - Montezuma,109,708,0,817,0
Precinct,403 - Mt Crawford,60,134,0,194,0
Precinct,404 - North River,191,624,0,815,0
Precinct,405 - Ottobine,141,1115,2,1258,0
Precinct,406 - East Bridgewater,224,530,1,755,0
Precinct,501 - Elkton,261,868,0,1129,0
Precinct,502 - Swift Run,243,1403,1,1647,0
Precinct,503 - Mcgaheysville,226,895,1,1122,0
Precinct,504 - South Fork,93,593,0,686,0
Precinct,505 - Stony Run,240,675,0,915,0
Precinct,Ab - Central Absentee Precinct,8665,9241,11,17917,0
Precinct,Provisional,49,45,0,94,0
Locality,Russell County,3288,9962,13,13263,0
Precinct,101 - Moccasin,90,478,0,568,0
Precinct,102 - Copper Creek,98,424,1,523,0
Precinct,103 - South Castlewood,62,288,1,351,0
Precinct,201 - North Castlewood,195,724,1,920,0
Precinct,202 - Dante,77,183,0,260,0
Precinct,301 - Cooks Mill,39,172,0,211,0
Precinct,302 - Daugherty,54,227,2,283,0
Precinct,303 - New Garden,126,464,0,590,0
Precinct,304 - Cleveland,106,270,0,376,0
Precinct,401 - Drill,33,69,0,102,0
Precinct,402 - Swords Creek,140,842,1,983,0
Precinct,403 - Honaker,99,297,0,396,0
Precinct,501 - West Lebanon,208,718,0,926,0
Precinct,601 - East Lebanon,97,451,3,551,0
Precinct,602 - Elk Garden,145,729,0,874,0
Precinct,Ab - Central Absentee Precinct,1709,3606,4,5319,0
Precinct,Provisional,10,20,0,30,0
Locality,Salem City,5697,7235,11,12943,0
Precinct,1 - North Salem No 2,114,255,0,369,0
Precinct,2 - Conehurst,126,242,1,369,0
Precinct,3 - Beverly Heights,62,175,0,237,0
Precinct,4 - West Salem,101,256,2,359,0
Precinct,5 - North Salem No 1,155,397,0,552,0
Precinct,6 - South Salem No 1,114,279,1,394,0
Precinct,7 - South Salem No 2,134,330,0,464,0
Precinct,8 - East Salem,75,140,1,216,0
Precinct,9 - South Side Hills,113,343,1,457,0
Precinct,10 - Hidden Valley,143,422,1,566,0
Precinct,Ab - Central Absentee Precinct,4554,4392,4,8950,0
Precinct,Provisional,6,4,0,10,0
Locality,Scott County,2191,8543,17,10751,0
Precinct,101 - Weber City,62,274,1,337,0
Precinct,102 - Yuma,106,426,2,534,0
Precinct,202 - Weber City East,45,226,0,271,0
Precinct,203 - Hiltons,90,466,1,557,0
Precinct,204 - Clark's,19,172,1,192,0
Precinct,301 - Nickelsville,62,420,0,482,0
Precinct,302 - Snowflake,46,306,2,354,0
Precinct,303 - Twin Springs,61,241,0,302,0
Precinct,304 - Copper Creek,21,97,0,118,0
Precinct,401 - Gate City,145,602,1,748,0
Precinct,501 - Dungannon,64,206,0,270,0
Precinct,502 - Fort Blackmore,52,250,1,303,0
Precinct,503 - Manville,22,160,0,182,0
Precinct,504 - Rye Cove,53,374,0,427,0
Precinct,601 - Clinchport,47,228,0,275,0
Precinct,602 - Duffield-pattonsville,100,559,0,659,0
Precinct,603 - Fairview,36,132,0,168,0
Precinct,Ab - Central Absentee Precinct,1153,3388,7,4548,0
Precinct,Provisional,7,16,1,24,0
Locality,Shenandoah County,7313,16223,12,23548,0
Precinct,101 - Orkney Springs,153,532,0,685,0
Precinct,103 - New Market,320,1333,0,1653,0
Precinct,201 - Conicville,161,1004,1,1166,0
Precinct,202 - Mt Jackson,220,809,0,1029,0
Precinct,302 - Edinburg,191,725,1,917,0
Precinct,303 - St Luke,119,860,0,979,0
Precinct,304 - Fort Valley,97,533,0,630,0
Precinct,401 - Woodstock,314,1001,4,1319,0
Precinct,501 - Cedar Creek,31,91,0,122,0
Precinct,503 - Toms Brook,183,950,0,1133,0
Precinct,504 - Lebanon Church,198,895,0,1093,0
Precinct,601 - Strasburg,418,1378,1,1797,0
Precinct,Ab - Central Absentee Precinct,4851,6048,5,10904,0
Precinct,Provisional,57,64,0,121,0
Locality,Smyth County,3973,10013,15,14001,0
Precinct,101 - Saltville,301,1068,0,1369,0
Precinct,201 - Seven Mile Ford,157,750,0,907,0
Precinct,202 - Rich Valley,118,310,0,428,0
Precinct,301 - Chilhowie,234,891,1,1126,0
Precinct,302 - St Clair,61,329,1,391,0
Precinct,401 - East Park,176,446,1,623,0
Precinct,402 - West Park,93,269,0,362,0
Precinct,501 - Atkins,216,749,3,968,0
Precinct,502 - Wassona,132,323,1,456,0
Precinct,601 - Royal Oak East,150,509,1,660,0
Precinct,602 - Royal Oak West,107,333,1,441,0
Precinct,701 - Adwolfe,150,818,0,968,0
Precinct,702 - Sugar Grove,147,444,0,591,0
Precinct,703 - Konnarock,19,81,0,100,0
Precinct,Ab - Central Absentee Precinct,1912,2693,6,4611,0
Precinct,Provisional,0,0,0,0,0
Locality,Southampton County,4123,5492,0,9615,0
Precinct,101 - Berlin,82,404,0,486,0
Precinct,102 - Ivor,214,402,0,616,0
Precinct,201 - Boykins,276,266,0,542,0
Precinct,202 - Branchville,78,142,0,220,0
Precinct,301 - Capron,146,207,0,353,0
Precinct,302 - Sebrell,100,288,0,388,0
